"id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR_M","CLOSE_HOUR_M","WEEKENDS","EVENINGS"
950,"Anglicare Southern Queensland Brisbane South"," WOOLLOONGABBA 4102 QLD","QLD",4102,"WOOLLOONGABBA","0700","1700","TRUE","TRUE"
951,"Australian Multicultural Community Services - Home Care Packages  – Northern Metropolitan"," MAIDSTONE 3012 VIC","VIC",3012,"MAIDSTONE","0700","1900","TRUE","TRUE"
952,"ANHF Chinese and Vietnamese Home Care Services"," CAMPSIE 2194 NSW","NSW",2194,"CAMPSIE","0630","2030","TRUE","TRUE"
961,"HammondCare - Dementia Specific Home Care Service Western Metro"," North Melbourne 3051 VIC","VIC",3051,"North Melbourne","0700","1900","TRUE","TRUE"
962,"Australian Multicultural Community Services - Home Care Packages - Eastern Metropolitan"," MAIDSTONE 3012 VIC","VIC",3012,"MAIDSTONE","0700","1900","TRUE","TRUE"
964,"Community Home Care Bunbury"," Bunbury 6230 WA","WA",6230,"Bunbury","0600","2000","TRUE","TRUE"
965,"Arcare Home Packages VIC South"," Cheltenham 3192 VIC","VIC",3192,"Cheltenham","0500","2030","TRUE","TRUE"
967,"Anglicare Southern Queensland Wide Bay"," POINT VERNON 4655 QLD","QLD",4655,"POINT VERNON","0700","1700","TRUE","TRUE"
968,"CURA Community Services"," ASHMORE 4214 QLD","QLD",4214,"ASHMORE",NaN,NaN,"TRUE","TRUE"
972,"Northern Health Home Care Packages"," BUNDOORA 3083 VIC","VIC",3083,"BUNDOORA","0830","1700","TRUE","TRUE"
973,"Golden Glow Nursing - Darwin"," WANGURI 810 NT","NT",810,"WANGURI","0800","1630","TRUE","TRUE"
974,"healthAbility- Home Care Packages - previously Nillumbik Health"," ELTHAM 3095 VIC","VIC",3095,"ELTHAM","0530","2030","TRUE","TRUE"
975,"Blue Care Kingaroy-Nanango Community Care"," KINGAROY 4610 QLD","QLD",4610,"KINGAROY","0600","1800","TRUE","TRUE"
976,"Southern Cross Care - Southern Plus : Bran Nue Dae Care Services"," BROOME 6725 WA","WA",6725,"BROOME","0500","2030","TRUE","TRUE"
977,"Mercy Health Home & Community Care Albury"," ALBURY 2640 NSW","NSW",2640,"ALBURY","0600","2000","TRUE","TRUE"
978,"Care Connect Queensland Home Care Package Level 1-4"," VARSITY LAKES 4227 QLD","QLD",4227,"VARSITY LAKES","0830","1700","TRUE","TRUE"
991,"Sacred Heart Local (part of Sacred Heart Mission)"," ST KILDA 3182 VIC","VIC",3182,"ST KILDA","0830","1800","TRUE","TRUE"
992,"Regis Home Care Mildura"," MILDURA 3500 VIC","VIC",3500,"MILDURA","0830","1730","TRUE","TRUE"
993,"Mayo Healthcare Group"," TAREE 2430 NSW","NSW",2430,"TAREE","0600","2030","TRUE","TRUE"
994,"alpine@home Community Care Service"," BRIGHT 3741 VIC","VIC",3741,"BRIGHT","0830","1700","TRUE","TRUE"
995,"Nextt - Victoria"," MELBOURNE 3000 VIC","VIC",3000,"MELBOURNE","0500","2030","TRUE","TRUE"
996,"PresCare Community Care- Redlands"," MILTON 4064 QLD","QLD",4064,"MILTON","0600","1800","TRUE","TRUE"
998,"GOC Care Gold Coast"," Bundall 4217 QLD","QLD",4217,"Bundall","0700","1800","TRUE","TRUE"
1004,"02-87171500 CORE Community Services - Aged & Disability Care - (MCCS)"," Fairfield 2165 NSW","NSW",2165,"Fairfield","0700","2030","TRUE","TRUE"
1006,"Fresh Hope Care Home Care Services Western Sydney"," PENDLE HILL 2145 NSW","NSW",2145,"PENDLE HILL","0900","1700","TRUE","TRUE"
1007,"Blue Care Murgon Community Care"," MURGON 4605 QLD","QLD",4605,"MURGON","0600","1800","TRUE","TRUE"
1009,"Blue Care Allora-Clifton Community Care"," ALLORA 4362 QLD","QLD",4362,"ALLORA","0600","1800","TRUE","TRUE"
1011,"Blue Care Goondiwindi Community Care"," GOONDIWINDI 4390 QLD","QLD",4390,"GOONDIWINDI","0600","1800","TRUE","TRUE"
1012,"Blue Care Crows Nest Community Care"," CROWS NEST 4355 QLD","QLD",4355,"CROWS NEST","0600","1800","TRUE","TRUE"
1013,"Blue Care Stanthorpe Community Care"," STANTHORPE 4380 QLD","QLD",4380,"STANTHORPE","0600","1800","TRUE","TRUE"
1014,"Blue Care Chinchilla-Miles Community Care"," CHINCHILLA 4413 QLD","QLD",4413,"CHINCHILLA","0600","1800","TRUE","TRUE"
1015,"Blue Care Charleville Community Care"," CHARLEVILLE 4470 QLD","QLD",4470,"CHARLEVILLE","0600","1800","TRUE","TRUE"
1016,"Blue Care Toowoomba Community Care"," TOOWOOMBA 4350 QLD","QLD",4350,"TOOWOOMBA","0600","1800","TRUE","TRUE"
1017,"Blue Care Millmerran / Pittsworth Community Care"," PITTSWORTH 4356 QLD","QLD",4356,"PITTSWORTH","0600","1800","TRUE","TRUE"
1018,"Blue Care Lockyer Community Care"," GATTON 4343 QLD","QLD",4343,"GATTON","0600","1800","TRUE","TRUE"
1020,"Blue Care Cunnamulla Community Care"," CUNNAMULLA 4490 QLD","QLD",4490,"CUNNAMULLA","0600","1800","TRUE","TRUE"
1021,"Blue Care Caboolture Community Care Services"," Morayfield 4506 QLD","QLD",4506,"Morayfield","0600","1800","TRUE","TRUE"
1022,"Blue Care Northside Community Care"," EVERTON HILLS 4053 QLD","QLD",4053,"EVERTON HILLS","0600","1800","TRUE","TRUE"
1023,"Blue Care Redcliffe Community Care"," REDCLIFFE 4020 QLD","QLD",4020,"REDCLIFFE","0600","1800","TRUE","TRUE"
1024,"Blue Care Burdekin Community Care"," AYR 4807 QLD","QLD",4807,"AYR","0600","1800","TRUE","TRUE"
1026,"Anglicare Southern Queensland Townsville"," TOWNSVILLE CITY 4810 QLD","QLD",4810,"TOWNSVILLE CITY","0700","1700","TRUE","TRUE"
1027,"Blue Care Cloncurry Community Care"," CLONCURRY 4824 QLD","QLD",4824,"CLONCURRY","0600","1800","TRUE","TRUE"
1030,"Blue Care Bowen Community Care"," BOWEN 4805 QLD","QLD",4805,"BOWEN","0600","1800","TRUE","TRUE"
1032,"Arcare Home Packages QLD Cabool"," NORTH LAKES 4509 QLD","QLD",4509,"NORTH LAKES","0500","2030","TRUE","TRUE"
1033,"Migrant Resource Centre Tasmania (MRC) - Home Care Packages"," HOBART 7000 TAS","TAS",7000,"HOBART","0900","1700","TRUE","TRUE"
1034,"Avivo: Live Life Inc - Wheatbelt"," NORTHAM 6401 WA","WA",6401,"NORTHAM","0600","2030","TRUE","TRUE"
1035,"Fresh Hope Care Home Care Services Maitland"," East Maitland 2323 NSW","NSW",2323,"East Maitland","0900","1700","TRUE","TRUE"
1036,"Lutheran Community Services"," WEST ALBURY 2640 NSW","NSW",2640,"WEST ALBURY","0630","2030","TRUE","TRUE"
1038,"MACS - Home Care Services"," NORTH GEELONG 3215 VIC","VIC",3215,"NORTH GEELONG","0800","2000","TRUE","TRUE"
1039,"IRT at Home - Eurobodalla North"," BATEMANS BAY 2536 NSW","NSW",2536,"BATEMANS BAY","0700","2030","TRUE","TRUE"
1040,"IRT at Home - Eurobodalla South"," DALMENY 2546 NSW","NSW",2546,"DALMENY","0700","2030","TRUE","TRUE"
1042,"IRT at Home Illawarra Central"," WOLLONGONG 2500 NSW","NSW",2500,"WOLLONGONG","0700","2030","TRUE","TRUE"
1043,"IRT at Home - Illawarra South"," KANAHOOKA 2530 NSW","NSW",2530,"KANAHOOKA","0700","2030","TRUE","TRUE"
1044,"IRT at Home - Shoalhaven North"," CULBURRA BEACH 2540 NSW","NSW",2540,"CULBURRA BEACH","0700","2030","TRUE","TRUE"
1045,"Kimberley Aged And Community Services"," BROOME 6725 WA","WA",6725,"BROOME","0800","1630","TRUE","TRUE"
1046,"Blue Care Redland Community Care"," ALEXANDRA HILLS 4161 QLD","QLD",4161,"ALEXANDRA HILLS","0600","1800","TRUE","TRUE"
1047,"Blue Care Eastside Community Care"," WYNNUM WEST 4178 QLD","QLD",4178,"WYNNUM WEST","0600","1800","TRUE","TRUE"
1048,"Blue Care Southside Community Care"," EIGHT MILE PLAINS 4113 QLD","QLD",4113,"EIGHT MILE PLAINS","0600","1800","TRUE","TRUE"
1049,"Blue Care Beaudesert Community Care"," BEAUDESERT 4285 QLD","QLD",4285,"BEAUDESERT","0600","1800","TRUE","TRUE"
1050,"Blue Care Lowood / Rosewood Community Care"," LOWOOD 4311 QLD","QLD",4311,"LOWOOD","0600","1800","TRUE","TRUE"
1051,"Blue Care Fassifern Community Care"," BOONAH 4310 QLD","QLD",4310,"BOONAH","0600","1800","TRUE","TRUE"
1052,"Blue Care Ipswich Community Care"," EASTERN HEIGHTS 4305 QLD","QLD",4305,"EASTERN HEIGHTS","0600","1800","TRUE","TRUE"
1053,"Blue Care Beenleigh Community Care"," MOUNT WARREN PARK 4207 QLD","QLD",4207,"MOUNT WARREN PARK","0600","1800","TRUE","TRUE"
1054,"Blue Care Proserpine Community Care"," PROSERPINE 4800 QLD","QLD",4800,"PROSERPINE","0600","1800","TRUE","TRUE"
1056,"Blue Care Coomera Community Care"," COOMERA 4209 QLD","QLD",4209,"COOMERA","0600","1800","TRUE","TRUE"
1057,"Blue Care Elanora Community Care"," ELANORA 4221 QLD","QLD",4221,"ELANORA","0600","1800","TRUE","TRUE"
1058,"IRT at Home South East Queensland"," MOOLOOLABA 4557 QLD","QLD",4557,"MOOLOOLABA","0700","2030","TRUE","TRUE"
1060,"Pennwood Home Care"," PENNINGTON 5013 SA","SA",5013,"PENNINGTON",NaN,NaN,"TRUE","TRUE"
1061,"Blue Care Noosa Community Care"," COOROY 4563 QLD","QLD",4563,"COOROY","0600","1800","TRUE","TRUE"
1062,"Nextt - New South Wales"," CHIPPENDALE 2008 NSW","NSW",2008,"CHIPPENDALE","0500","2030","TRUE","TRUE"
1063,"Australian Croatian Community Services (Southern Region)"," DANDENONG 3175 VIC","VIC",3175,"DANDENONG","0800","1800","TRUE","TRUE"
1064,"Bolton Clarke- RDNS Southern Metro Melbourne"," BENTLEIGH 3204 VIC","VIC",3204,"BENTLEIGH","0500","2030","TRUE","TRUE"
1065,"Oxley Home Care"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0730","1700","TRUE","TRUE"
1067,"Anglicare Southern Queensland Brisbane North"," STAFFORD 4053 QLD","QLD",4053,"STAFFORD","0700","1700","TRUE","TRUE"
1070,"Blue Care Arundel Community Care"," ARUNDEL 4214 QLD","QLD",4214,"ARUNDEL","0600","1800","TRUE","TRUE"
1071,"Blue Care Southport Community Care"," LABRADOR 4215 QLD","QLD",4215,"LABRADOR","0600","1800","TRUE","TRUE"
1072,"Uniting Communities Multicultural Home Care Packages"," GLENELG 5045 SA","SA",5045,"GLENELG","0700","2000","TRUE","TRUE"
1076,"Anglicare Southern Queensland Logan"," MEADOWBROOK 4131 QLD","QLD",4131,"MEADOWBROOK","0700","1700","TRUE","TRUE"
1077,"Prestige Inhome Care Pty Ltd 1"," CAMBERWELL 3124 VIC","VIC",3124,"CAMBERWELL","0800","1730","TRUE","TRUE"
1078,"Prestige Inhome Care Pty Ltd 2"," CHELTENHAM 3192 VIC","VIC",3192,"CHELTENHAM","0800","1730","TRUE","TRUE"
1079,"Presbyterian Aged Care - Inner West Home Care"," ASHFIELD 2131 NSW","NSW",2131,"ASHFIELD","0600","2030","TRUE","TRUE"
1080,"Anglicare Southern Queensland West Moreton"," BOOVAL 4304 QLD","QLD",4304,"BOOVAL","0700","1700","TRUE","TRUE"
1081,"Marco Polo Home Care Services"," UNANDERRA 2526 NSW","NSW",2526,"UNANDERRA","0630","1630","TRUE","FALSE"
1082,"Australian Croatian Community Services (North West Region)"," FOOTSCRAY 3011 VIC","VIC",3011,"FOOTSCRAY","0800","1800","TRUE","TRUE"
1084,"Australian Croatian Community Services (Eastern Region)"," DANDENONG 3175 VIC","VIC",3175,"DANDENONG","0800","1800","TRUE","TRUE"
1085,"Community Home Care Donnybrook Balingup"," DONNYBROOK 6239 WA","WA",6239,"DONNYBROOK","0600","2000","TRUE","TRUE"
1139,"Baptcare Home Help Barwon South West - Geelong Office"," Corio 3214 VIC","VIC",3214,"Corio","0830","1730","TRUE","TRUE"
1145,"Baptcare Home Help Hume/Loddon Mallee - Bundoora Office"," BUNDOORA 3083 VIC","VIC",3083,"BUNDOORA","0830","1700","TRUE","TRUE"
1146,"Baptcare Home Help Hume/Loddon Mallee - Chiltern Office"," Chiltern 3683 VIC","VIC",3683,"Chiltern","0830","1700","TRUE","TRUE"
1147,"Southern Plus: South West Home Care Services"," WEST BUSSELTON 6280 WA","WA",6280,"WEST BUSSELTON","0500","2030","TRUE","TRUE"
1156,"Migrant Resource Centre Tasmania (MRC) - CHSP"," Glenorchy 7010 TAS","TAS",7010,"Glenorchy",NaN,NaN,"TRUE","TRUE"
1158,"Bene Casa - Home Care Packages Level 3-4 East"," Woodville North 5012 SA","SA",5012,"Woodville North","0900","1700","TRUE","TRUE"
1160,"Bene Casa Home Care Packages Level 3-4 South"," Woodville North 5012 SA","SA",5012,"Woodville North","0900","1700","TRUE","TRUE"
1166,"Bene Casa - Home Care Packages Level 3-4 West"," Woodville North 5012 SA","SA",5012,"Woodville North","0900","1700","TRUE","TRUE"
1167,"Fresh Hope Care Home Care Services Northern Sydney"," PENDLE HILL 2145 NSW","NSW",2145,"PENDLE HILL","0900","1700","TRUE","TRUE"
1188,"CASS Home Care Package (Chinese, Indonesian, Vietnamese) - Northern Sydney"," CAMPSIE 2194 NSW","NSW",2194,"CAMPSIE","0800","1800","TRUE","TRUE"
1193,"MiCare Western Metropolitan Region"," Carrum Downs 3201 VIC","VIC",3201,"Carrum Downs","0900","1700","TRUE","TRUE"
1203,"OzPol Services - South Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
1212,"Fresh Hope Care Home Care Services Inner West"," PENDLE HILL 2145 NSW","NSW",2145,"PENDLE HILL","0900","1700","TRUE","TRUE"
1214,"Better Living Homecare (East)"," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0800","1700","TRUE","TRUE"
1218,"Mercy Health Home & Community Care Canberra"," BELCONNEN 2617 ACT","ACT",2617,"BELCONNEN","0600","2000","TRUE","TRUE"
1228,"Federation of Polish Organisations in SA Inc.5"," Adelaide 5000 SA","SA",5000,"Adelaide","0700","1900","TRUE","TRUE"
1230,"Bene Casa -  Home Care Packages Level 3-4 Metro East"," Woodville North 5012 SA","SA",5012,"Woodville North","0900","1700","TRUE","TRUE"
1231,"Blue Care HCP3 & 4 Southside Community Care"," EIGHT MILE PLAINS 4113 QLD","QLD",4113,"EIGHT MILE PLAINS","0600","1800","TRUE","TRUE"
1234,"Bene Casa - Home Care Packages Level 3-4 North"," Woodville North 5012 SA","SA",5012,"Woodville North","0900","1700","TRUE","TRUE"
1235,"NSW Home Support Services (NSW HSS)"," MACKSVILLE 2447 NSW","NSW",2447,"MACKSVILLE","0700","1900","TRUE","TRUE"
1249,"Uniting AgeWell Loddon Mallee North Community Services 2"," MILDURA 3500 VIC","VIC",3500,"MILDURA","0900","1700","TRUE","TRUE"
1251,"Bene Casa -Home Care Packages Level 3-4 Metro South"," Woodville North 5012 SA","SA",5012,"Woodville North","0900","1700","TRUE","TRUE"
1252,"Bene Casa - Home Care Packages Level 3-4 Metro North"," Woodville North 5012 SA","SA",5012,"Woodville North","0900","1700","TRUE","TRUE"
1253,"Bene Casa -  Home Care Packages Level 3-4 Metro West"," Woodville North 5012 SA","SA",5012,"Woodville North","0900","1700","TRUE","TRUE"
1263,"Baptcare Home Help Barwon South West - Warrnambool Office"," WARRNAMBOOL 3280 VIC","VIC",3280,"WARRNAMBOOL","0830","1730","TRUE","TRUE"
1269,"Bolton Clarke- RDNS Tasmania"," HOBART 7000 TAS","TAS",7000,"HOBART","0500","2030","TRUE","TRUE"
1275,"PresCare Community Care - Cairns"," Cairns North 4870 QLD","QLD",4870,"Cairns North","0600","1800","TRUE","TRUE"
1294,"CASS Home Care Package (Chinese, Indonesian, Vietnamese) - Western Sydney"," CAMPSIE 2194 NSW","NSW",2194,"CAMPSIE","0800","1800","TRUE","TRUE"
1326,"Baptcare Home Help Western Metro"," SUNSHINE 3020 VIC","VIC",3020,"SUNSHINE","0830","1700","TRUE","TRUE"
1353,"Catholic Homes Eastern Metropolitan Home Care Packages"," WANTIRNA SOUTH 3152 VIC","VIC",3152,"WANTIRNA SOUTH",NaN,NaN,"TRUE","TRUE"
1356,"Catholic Homes Outer Eastern Metropolitan Home Care Packages"," CLAYTON 3168 VIC","VIC",3168,"CLAYTON",NaN,NaN,"TRUE","TRUE"
1367,"St Simeon Village & Community Services Western Australia"," BELMONT 6104 WA","WA",6104,"BELMONT",NaN,NaN,"TRUE","TRUE"
1368,"1300 787 581 - Five Good Friends Victoria"," Brisbane 4000 QLD","QLD",4000,"Brisbane","0500","2030","TRUE","TRUE"
1369,"1300 787 581 - Five Good Friends Queensland"," Brisbane 4000 QLD","QLD",4000,"Brisbane","0500","2030","TRUE","TRUE"
1370,"+Maximum Care Hours Per Week +Matched Local Helpers +App = Five Good Friends"," Brisbane 4000 QLD","QLD",4000,"Brisbane","0500","2030","TRUE","TRUE"
1371,"1300 787 581 - Five Good Friends NSW"," Brisbane 4000 QLD","QLD",4000,"Brisbane","0500","2030","TRUE","TRUE"
1372,"1300 787 581 - Five Good Friends SA"," Brisbane 4000 QLD","QLD",4000,"Brisbane","0500","2030","TRUE","TRUE"
1373,"1 300 787 581 - Maximum Hours. Matched Helpers. Easy To Use App - Five Good Friends"," Brisbane 4000 QLD","QLD",4000,"Brisbane","0500","2030","TRUE","TRUE"
1374,"Bethanie Community Care - North Metro"," GWELUP 6018 WA","WA",6018,"GWELUP","0500","2030","TRUE","TRUE"
1375,"GoCo Tamworth"," TAMWORTH 2340 NSW","NSW",2340,"TAMWORTH",NaN,NaN,"TRUE","TRUE"
1376,"Catholic Healthcare Community Services Mid North Coast (formerly Catholic Community Services)"," COFFS HARBOUR 2450 NSW","NSW",2450,"COFFS HARBOUR","0600","1900","TRUE","TRUE"
1377,"Feros Care Home Care Packages - Caboolture QLD"," TEWANTIN 4565 QLD","QLD",4565,"TEWANTIN","0600","2030","TRUE","TRUE"
1378,"Benetas Home Care Gippsland A"," TRARALGON 3844 VIC","VIC",3844,"TRARALGON","0500","2030","TRUE","TRUE"
1379,"annecto - Grampians VIC"," COBURG 3058 VIC","VIC",3058,"COBURG","0900","1700","TRUE","TRUE"
1380,"Rumbalara HCP - Loddon Mallee"," SWAN HILL 3585 VIC","VIC",3585,"SWAN HILL",NaN,NaN,"TRUE","TRUE"
1381,"Centacare Brisbane North"," ASPLEY 4034 QLD","QLD",4034,"ASPLEY","0500","2030","TRUE","TRUE"
1382,"UNITED-SPANISH LATIN AMERICAN WELFARE CENTRE"," MAIDSTONE 3012 VIC","VIC",3012,"MAIDSTONE",NaN,NaN,"TRUE","TRUE"
1383,"Anglicare At Home - Home Care Packages"," BAULKHAM HILLS 2153 NSW","NSW",2153,"BAULKHAM HILLS","0600","2000","TRUE","TRUE"
1384,"Baptcare Home Help Gippsland - Bairnsdale Office"," BAIRNSDALE 3875 VIC","VIC",3875,"BAIRNSDALE",NaN,NaN,"TRUE","TRUE"
1385,"WA - KinCare - Perth North"," VICTORIA PARK 6100 WA","WA",6100,"VICTORIA PARK","0600","2000","TRUE","TRUE"
1386,"IRT at Home South West Sydney"," CAMPBELLTOWN 2560 NSW","NSW",2560,"CAMPBELLTOWN","0700","2030","TRUE","TRUE"
1387,"James Brown Memorial Trust - Kalyra Communities - Private Services"," BELAIR 5052 SA","SA",5052,"BELAIR","0800","2000","TRUE","TRUE"
1389,"Feros Care Home Care Packages - Sunshine Coast QLD"," TEWANTIN 4565 QLD","QLD",4565,"TEWANTIN","0600","2030","TRUE","TRUE"
1390,"Benetas Home Care Greater North West A"," MOOROOPNA 3629 VIC","VIC",3629,"MOOROOPNA","0500","2030","TRUE","TRUE"
1391,"Cann Valley Bush Nursing Centre Inc"," CANN RIVER 3890 VIC","VIC",3890,"CANN RIVER",NaN,NaN,"TRUE","TRUE"
1392,"Feros Care Home Care Packages - West Moreton QLD"," COOLANGATTA 4225 QLD","QLD",4225,"COOLANGATTA","0600","2030","TRUE","TRUE"
1393,"Take Control of Your Home Care Package"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0800","1830","TRUE","TRUE"
1394,"Alpurrurulam Aged Care"," ALPURRURULAM 4825 NT","NT",4825,"ALPURRURULAM",NaN,NaN,"TRUE","TRUE"
1395,"Tenison Woods Aged Care Services"," ENFIELD 5085 SA","SA",5085,"ENFIELD",NaN,NaN,"TRUE","TRUE"
1396,"RDNS SA Metro South"," KESWICK TERMINAL 5035 SA","SA",5035,"KESWICK TERMINAL","0500","2030","TRUE","TRUE"
1397,"annecto - Western Metro VIC"," Yarraville 3013 VIC","VIC",3013,"Yarraville",NaN,NaN,"TRUE","TRUE"
1398,"annecto - Orana Far West NSW"," Dubbo 2830 VIC","VIC",2830,"Dubbo","0900","1700","TRUE","TRUE"
1399,"Australian Unity Home Care Service - Tumut"," TUMUT 2720 NSW","NSW",2720,"TUMUT","0600","2000","TRUE","TRUE"
1400,"Golden Glow Nursing - Katherine"," KATHERINE EAST 850 NT","NT",850,"KATHERINE EAST","0800","1630","TRUE","TRUE"
1401,"ACS Flinders & Far North"," MILE END 5031 SA","SA",5031,"MILE END",NaN,NaN,"TRUE","FALSE"
1402,"Uniting Home Care Central West"," ORANGE 2800 NSW","NSW",2800,"ORANGE","0700","1900","TRUE","TRUE"
1403,"RFBI Care at Home - Central Coast"," Lake Haven 2263 NSW","NSW",2263,"Lake Haven",NaN,NaN,"TRUE","TRUE"
1404,"Northern Settlement Services"," HAMILTON 2303 NSW","NSW",2303,"HAMILTON","0700","1800","TRUE","TRUE"
1405,"Geelong Barwon Simply Helping"," TORQUAY 3228 VIC","VIC",3228,"TORQUAY","0900","1700","TRUE","TRUE"
1406,"Presbyterian Aged Care Hunter Home Care"," STOCKTON 2295 NSW","NSW",2295,"STOCKTON",NaN,NaN,"TRUE","TRUE"
1408,"Tripoli And Mena Cacps"," LAKEMBA 2195 NSW","NSW",2195,"LAKEMBA",NaN,NaN,"TRUE","TRUE"
1409,"Villa Maria Catholic Homes*"," WANTIRNA SOUTH 3152 VIC","VIC",3152,"WANTIRNA SOUTH",NaN,NaN,"TRUE","TRUE"
1410,"RSL LifeCare at Home - New England"," Urunga 2455 NSW","NSW",2455,"Urunga","0600","2000","TRUE","TRUE"
1411,"Alzheimers Qld - HCP Darling Downs"," HARRISTOWN 4350 QLD","QLD",4350,"HARRISTOWN","0600","2030","TRUE","TRUE"
1412,"Uniting Home Care Central Coast"," TUGGERAH 2259 NSW","NSW",2259,"TUGGERAH","0700","1900","TRUE","TRUE"
1413,"Bananacoast Home Nursing and Respite Care"," NORTH BOAMBEE VALLEY 2450 NSW","NSW",2450,"NORTH BOAMBEE VALLEY","0500","2030","TRUE","TRUE"
1414,"Aged Care Plus Home & Community Care, The Salvation Army - Home Care Packages, Port Macquarie"," PORT MACQUARIE 2444 NSW","NSW",2444,"PORT MACQUARIE","0600","1900","TRUE","TRUE"
1415,"Calvary Community Care - Melbourne East"," MOUNT WAVERLEY 3149 VIC","VIC",3149,"MOUNT WAVERLEY","0500","2030","TRUE","TRUE"
1417,"Feros Care Home Care Packages - Wide Bay QLD"," TEWANTIN 4565 QLD","QLD",4565,"TEWANTIN","0600","2030","TRUE","TRUE"
1418,"Villa Maria Catholic Homes- Community Services - Home Care Grampians"," Mount Helen 3350 VIC","VIC",3350,"Mount Helen",NaN,NaN,"TRUE","TRUE"
1420,"Hills Nursing - Northwestern"," CASTLE HILL 2154 NSW","NSW",2154,"CASTLE HILL","0600","2030","TRUE","TRUE"
1421,"Feros Care Home Care Packages - ACT"," PHILLIP 2606 ACT","ACT",2606,"PHILLIP","0600","2030","TRUE","TRUE"
1422,"Australian Unity Home Care Service - Orange"," ORANGE 2800 NSW","NSW",2800,"ORANGE","0600","2000","TRUE","TRUE"
1423,"Awabakal Home Care Packages"," Hamilton 2303 NSW","NSW",2303,"Hamilton",NaN,NaN,"TRUE","TRUE"
1425,"1300 939 458 The Care List NSW"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0830","1800","TRUE","TRUE"
1426,"Wintringham Community Housing and Support (Southern)"," MOORABBIN 3189 VIC","VIC",3189,"MOORABBIN","0830","1700","TRUE","TRUE"
1427,"Northern Regional Aboriginal And Torres Strait Islander Corporation"," GARBUTT 4814 QLD","QLD",4814,"GARBUTT","0800","1600","TRUE","TRUE"
1428,"Lyndoch Living - Home Care"," Warrnambool 3280 VIC","VIC",3280,"Warrnambool",NaN,NaN,"TRUE","TRUE"
1429,"Anglicare At Home - Western Sydney and Mountains"," Mount Druitt 2770 NSW","NSW",2770,"Mount Druitt","0600","2000","TRUE","TRUE"
1430,"Life Without Barriers Home Care Packages Program - Far North QLD"," MANUNDA 4870 QLD","QLD",4870,"MANUNDA",NaN,NaN,"TRUE","TRUE"
1431,"Home Support Services - South Coast"," ASHMORE 4214 QLD","QLD",4214,"ASHMORE",NaN,NaN,"TRUE","TRUE"
1432,"Aveo Care at Home -  Queensland"," SPRINGFIELD CENTRAL 4300 QLD","QLD",4300,"SPRINGFIELD CENTRAL","0700","1730","TRUE","TRUE"
1434,"NSW - KinCare - Northern Sydney & Beaches Region"," BELLA VISTA 2153 NSW","NSW",2153,"BELLA VISTA","0600","2000","TRUE","TRUE"
1435,"Brightwater At Home - East Metro"," CURRAMBINE 6028 WA","WA",6028,"CURRAMBINE",NaN,NaN,"TRUE","TRUE"
1436,"Anglicare Tasmania - Home Care Packages"," Hobart 7000 TAS","TAS",7000,"Hobart","0600","2030","TRUE","TRUE"
1437,"Southern Cross Care Vic (SCCV) - North West Region"," EAGLEMONT 3084 VIC","VIC",3084,"EAGLEMONT",NaN,NaN,"TRUE","TRUE"
1438,"Zion Lutheran Home Hostel"," NUNDAH 4012 QLD","QLD",4012,"NUNDAH","0600","2000","TRUE","TRUE"
1439,"Baptcare Home Help Southern Metro"," FRANKSTON 3199 VIC","VIC",3199,"FRANKSTON","0830","1700","TRUE","TRUE"
1440,"BBCR Bay and Basin Community Resources Inc"," BOMADERRY 2541 NSW","NSW",2541,"BOMADERRY","0600","2000","TRUE","TRUE"
1441,"Feros Care Home Care Packages - Greater Geelong VIC"," MELBOURNE 3000 VIC","VIC",3000,"MELBOURNE","0600","2030","TRUE","TRUE"
1442,"Envigor Seasons Sinnamon Park"," BRENDALE 4500 QLD","QLD",4500,"BRENDALE",NaN,NaN,"TRUE","TRUE"
1443,"Elderly Home Care Solutions Randwick"," CLOVELLY 2031 NSW","NSW",2031,"CLOVELLY","0600","2030","TRUE","TRUE"
1444,"Silver Chain"," OSBORNE PARK 6017 WA","WA",6017,"OSBORNE PARK","0500","2030","TRUE","TRUE"
1449,"Centacare Darra"," DARRA 4076 QLD","QLD",4076,"DARRA",NaN,NaN,"TRUE","TRUE"
1450,"Country Health Connect - Yorke & Northern Home Care Packages"," MAITLAND 5573 SA","SA",5573,"MAITLAND","0830","1700","TRUE","TRUE"
1451,"Southern Cross Care - Home Care - Central West"," MERRYLANDS WEST 2160 NSW","NSW",2160,"MERRYLANDS WEST","0600","2030","TRUE","TRUE"
1452,"Catholic Care of the Aged Port Macquarie"," PORT MACQUARIE 2444 NSW","NSW",2444,"PORT MACQUARIE","0630","1900","TRUE","TRUE"
1453,"Centacare Caboolture Bribie & Moreton Bay Region"," CABOOLTURE 4510 QLD","QLD",4510,"CABOOLTURE","0600","2030","TRUE","TRUE"
