"","id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR","CLOSE_HOUR","WEEKENDS","EVENINGS","dementia","reable","respite","terminal","mental_health","WEBSITE","MAIN_EMAIL","MAIN_PHONE","PUB_HOLIDAYS","lat","lng"
"557",557,"Blue Care Beaudesert Community Care","7 DUCKETT Street, BEAUDESERT, 4285, QLD","QLD",4285,"BEAUDESERT","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","https://www.bluecare.org.au","communitycare@bluecare.org.au","+611300258322",TRUE,-27.9898272,153.0003145
"558",558,"Blue Care Lowood Rosewood Community Care","49 Main Street, LOWOOD, 4311, QLD","QLD",4311,"LOWOOD","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-27.4595868,152.5796443
"559",559,"Blue Care Fassifern Community Care","10A Macquarie Street, BOONAH, 4310, QLD","QLD",4310,"BOONAH","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-28.0016067,152.68825
"560",560,"Blue Care Ipswich Community Care","15 Robertson Road, EASTERN HEIGHTS, 4305, QLD","QLD",4305,"EASTERN HEIGHTS","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-27.6278991,152.7720271
"561",561,"Blue Care Beenleigh Community Care","32-50 Mt Warren Boulevard, MOUNT WARREN PARK, 4207, QLD","QLD",4207,"MOUNT WARREN PARK","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-27.7238559,153.1989288
"562",562,"Blue Care Proserpine Community Care","10 FAUST Street, PROSERPINE, 4800, QLD","QLD",4800,"PROSERPINE","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-20.4015145,148.5776043
"563",563,"Blue Care Coomera Community Care","8-12 Esplanade, COOMERA, 4209, QLD","QLD",4209,"COOMERA","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-27.8752503,153.3160497
"564",564,"Blue Care Elanora Community Care","1 Pines Lane, ELANORA, 4221, QLD","QLD",4221,"ELANORA","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-28.1262329,153.4647805
"565",565,"IRT at Home South East Queensland","Level 4, 45 BRISBANE Road, MOOLOOLABA, 4557, QLD","QLD",4557,"MOOLOOLABA","07:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.irt.org.au","myagecare@irt.org.au","+61134478",TRUE,-26.6827794,153.1187662
"566",566,"Pennwood Home Care","19 WINDSOR Avenue, PENNINGTON, 5013, SA","SA",5013,"PENNINGTON","NaN","NaN",TRUE,TRUE,"dementia","reablement","FALSE","terminal","mental","http://pennagedcare.org.au/about/home-care-services/","phc.referrals@pennwood.org.au","+610428043133",TRUE,-34.8582751,138.536478
"567",567,"Blue Care Noosa Community Care","15 PEARL Street, COOROY, 4563, QLD","QLD",4563,"COOROY","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-26.4152655,152.9130989
"568",568,"Nextt New South Wales","12-16 CHIPPEN Street, CHIPPENDALE, 2008, NSW","NSW",2008,"CHIPPENDALE","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","FALSE","mental","http://www.nextt.com.au/aged-support/home-care-packages/","hcp@nextt.com.au","+611300369568",TRUE,-33.887269,151.2009387
"569",569,"Australian Croatian Community Services Southern Region","57 ROBINSON Street, DANDENONG, 3175, VIC","VIC",3175,"DANDENONG","08:00","18:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","https://www.accs.asn.au","marinar@accs.asn.au","+610396895811",TRUE,-37.9846856,145.2112491
"570",570,"Bolton Clarke RDNS Southern Metro Melbourne","973 NEPEAN Highway, BENTLEIGH, 3204, VIC","VIC",3204,"BENTLEIGH","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.rdns.com.au/services-we-provide/home-care-services/home-care-packages/","packagedcarevic@rdns.com.au","+611300334455",TRUE,-37.9327522,145.0349546
"571",571,"Oxley Home Care","7 Narabang Way, BELROSE, 2085, NSW","NSW",2085,"BELROSE","07:30","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://oxleyhomecare.com.au","intake@oxleyhomecare.com.au","+611300993591",TRUE,-33.7055858,151.2108816
"572",572,"Anglicare Southern Queensland Brisbane North","6 Babarra Street, STAFFORD, 4053, QLD","QLD",4053,"STAFFORD","07:00","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","clientadmin@anglicaresq.org.au","+611300610610",TRUE,-27.414414,153.016705
"573",573,"Blue Care Arundel Community Care","29 Melbourne Road, ARUNDEL, 4214, QLD","QLD",4214,"ARUNDEL","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-27.942577,153.3860012
"574",574,"Blue Care Southport Community Care","88 MUIR Street, LABRADOR, 4215, QLD","QLD",4215,"LABRADOR","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","communitycare@bluecare.org.au","+611300258322",TRUE,-27.9498864,153.4050218
"575",575,"Uniting Communities Multicultural Home Care Packages","5 MATURIN Road, GLENELG, 5045, SA","SA",5045,"GLENELG","07:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","agedcarereferrals@unitingcommunties.org","+611800615677",TRUE,-34.9829695,138.514464
"576",576,"Anglicare Southern Queensland Logan","3-9 University Drive, MEADOWBROOK, 4131, QLD","QLD",4131,"MEADOWBROOK","07:00","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","clientadmin@anglicaresq.org.au","+611300610610",TRUE,-27.6643584,153.1420001
"577",577,"Prestige Inhome Care Pty Ltd ","685 BURKE Road, CAMBERWELL, 3124, VIC","VIC",3124,"CAMBERWELL","08:00","17:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://www.prestigeinhomecare.com.au","info@prestigeinhomecare.com.au","+610385877900",TRUE,-37.8330096,145.0560495
"578",578,"Prestige Inhome Care Pty Ltd ","328 RESERVE Road, CHELTENHAM, 3192, VIC","VIC",3192,"CHELTENHAM","08:00","17:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.prestigeinhomecare.com.au","info@prestigeinhomecare.com.au","+610385877900",TRUE,-37.961737,145.0384909
"579",579,"Presbyterian Aged Care Inner West Home Care","23 CHARLOTTE Street, ASHFIELD, 2131, NSW","NSW",2131,"ASHFIELD","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","http://www.pacnsw.org.au","caresupport@pcnsw.org.au","+611800722679",TRUE,-33.8862337,151.1265464
"580",580,"Anglicare Southern Queensland West Moreton","144 BRISBANE Road, BOOVAL, 4304, QLD","QLD",4304,"BOOVAL","07:00","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","clientadmin@anglicaresq.org.au","+611300610610",TRUE,-27.613728,152.788114
"581",581,"Marco Polo Home Care Services","70 WAPLES Road, UNANDERRA, 2526, NSW","NSW",2526,"UNANDERRA","06:30","16:30",TRUE,FALSE,"dementia","reablement","respite","terminal","mental","http://www.marcopolo.org.au","annas@marcopolo.org.au","+610242727700",TRUE,-34.4558751,150.8310887
"582",582,"Australian Croatian Community Services North West Region","4-8 Parker Street, FOOTSCRAY, 3011, VIC","VIC",3011,"FOOTSCRAY","08:00","18:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","https://www.accs.asn.au","marinar@accs.asn.au","+610396895811",TRUE,-37.8067741,144.9029293
"583",583,"Community Home Care Donnybrook Balingup","60 SOUTH WESTERN Highway, DONNYBROOK, 6239, WA","WA",6239,"DONNYBROOK","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.communityhomecare.org.au","info@communityhomecare.org.au","+610897311823",TRUE,-33.5725835,115.8242142
"584",584,"Baptcare Home Help Barwon South West Geelong Office","230 Purnell Road, CORIO, 3214, VIC","VIC",3214,"CORIO","08:30","17:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://http://www.baptcare.org.au/services/home-help/homecare-packages","enquiries@baptcare.org.au","+61132278",TRUE,-38.0714128,144.3412924
"585",585,"Baptcare Home Help HumeLoddon Mallee Bundoora Office","240 PLENTY Road, BUNDOORA, 3083, VIC","VIC",3083,"BUNDOORA","08:30","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://baptcare.org.au/services/home-help/homecare-packages","enquiries@baptcare.org.au","+61132278",TRUE,-37.6837348,145.0692365
"586",586,"Baptcare Home Help HumeLoddon Mallee Chiltern Office","11 Main Street, CHILTERN, 3683, VIC","VIC",3683,"CHILTERN","08:30","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://baptcare.org.au/services/home-help/homecare-packages","enquiries@baptcare.org.au","+61132278",TRUE,-36.1542534,146.607437
"587",587,"Southern Plus South West Home Care Services","19 BUSSELL Highway, WEST BUSSELTON, 6280, WA","WA",6280,"WEST BUSSELTON","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.southernplus.org.au","info@southernplus.org.au","+6197915688",TRUE,-33.6526963,115.3396177
"588",588,"Migrant Resource Centre Tasmania MRC CHSP","Level21a Anfield Street, GLENORCHY, 7010, TAS","TAS",7010,"GLENORCHY","NaN","NaN",TRUE,TRUE,"dementia","FALSE","respite","terminal","mental","","reception@mrctas.org.au","+610362210999",TRUE,-42.8285914,147.2778561
"589",589,"Bene Casa Home Care Packages Level South","Floor N/A, 480 TORRENS Road, WOODVILLE NORTH, 5012, SA","SA",5012,"WOODVILLE NORTH","09:00","17:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","http://www.bene.org.au","admincommunity@bene.org.au","+6181312000",TRUE,-34.8868664,138.5680756
"590",590,"Bene Casa Home Care Packages Level West","480 WOODVILLE Road, WOODVILLE NORTH, 5012, SA","SA",5012,"WOODVILLE NORTH","09:00","17:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","http://www.bene.org.au","admincommunity@bene.org.au","+6181312000",TRUE,-34.8730509,138.5426955
"591",591,"Mercy Health Home Community Care Canberra","5 Sandy Close, BELCONNEN, 2617, ACT","ACT",2617,"BELCONNEN","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","https://goo.gl/a3sg2B","mhcc@mercy.com.au","+610262569600",TRUE,-35.228161,149.092696
"592",592,"Federation of Polish Organisations in Inc","230 Angas Street, ADELAIDE, 5000, SA","SA",5000,"ADELAIDE","07:00","19:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","mental","http://www.polishfederation.au","hcp@polishfederation.org.au","+610882322714",FALSE,-34.9292233,138.6094612
"593",593,"Bene Casa Home Care Packages Level North","Floor N/A, 480 WOODVILLE Road, WOODVILLE NORTH, 5012, SA","SA",5012,"WOODVILLE NORTH","09:00","17:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","http://www.bene.org.au","admincommunity@bene.org.au","+6181312000",TRUE,-34.8730509,138.5426955
"594",594,"Home Support Services HSS","22 PRINCESS Street, MACKSVILLE, 2447, NSW","NSW",2447,"MACKSVILLE","07:00","19:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","","",TRUE,-30.7083229,152.918822
"595",595,"Uniting AgeWell Loddon Mallee North Community Services ","240 THIRTEENTH Street, MILDURA, 3500, VIC","VIC",3500,"MILDURA","09:00","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.unitingagewell.org","loddonmallee@unitingagewell.org","+610340267000",TRUE,-34.1841038,142.1442901
"596",596,"Baptcare Home Help Barwon South West Warrnambool Office","715 Raglan Parade, WARRNAMBOOL, 3280, VIC","VIC",3280,"WARRNAMBOOL","08:30","17:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://baptcare.org.au/services/home-help/homecare-packages","enquiries@baptcare.com.au","+61132278",TRUE,-38.3789791,142.4821513
"597",597,"Bolton Clarke RDNS Tasmania","193 MURRAY Street, HOBART, 7000, TAS","TAS",7000,"HOBART","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.rdns.com.au/services-we-provide/home-care-services/home-care-packages/","packagedcaretas@rdns.com.au","+611300334455",TRUE,-42.8796013,147.3199813
"598",598,"PresCare Community Care Cairns","259 McLeod Street, CAIRNS NORTH, 4870, QLD","QLD",4870,"CAIRNS NORTH","06:00","18:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.prescare.org.au","prescontactcentre@prescare.org.au","+611800773722",TRUE,-16.9081644,145.759132
"599",599,"Baptcare Home Help Western Metro","131 HARVESTER Road, SUNSHINE, 3020, VIC","VIC",3020,"SUNSHINE","08:30","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://baptcare.org.au/services/home-help/homecare-packages","enquiries@baptcare.org.au","+61132278",TRUE,-37.7797577,144.8288252
"600",600,"Catholic Homes Eastern Metropolitan Home Care Packages","355 Stud Road, WANTIRNA SOUTH, 3152, VIC","VIC",3152,"WANTIRNA SOUTH","NaN","NaN",TRUE,TRUE,"dementia","reablement","FALSE","FALSE","mental","","accessnortheast@vmch.com.au","+611300650615",TRUE,-37.8712178,145.234326
"601",601,"Catholic Homes Outer Eastern Metropolitan Home Care Packages","Music Drive, CLAYTON, 3168, VIC","VIC",3168,"CLAYTON","NaN","NaN",TRUE,TRUE,"dementia","reablement","respite","FALSE","mental","","","+611300650615",TRUE,-37.9061176,145.1247505
"602",602,"St Simeon Village Community Services Western Australia","112 BELGRAVIA Street, BELMONT, 6104, WA","WA",6104,"BELMONT","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","homecarewa@stsimeon.org.au","+610481291632",TRUE,-31.9499011,115.9291528
"603",603,"Five Good Friends Victoria","179 Turbot Street, BRISBANE, 4000, QLD","QLD",4000,"BRISBANE","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.fivegoodfriends.com.au","approvedprovider@fivegoodfriends.com.au","+611300787581",TRUE,-27.4670892,153.023864
"604",604,"Five Good Friends Queensland","Floor 19, 179 Turbot Street, BRISBANE, 4000, QLD","QLD",4000,"BRISBANE","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.fivegoodfriends.com.au","approvedprovider@fivegoodfriends.com.au","+611300787581",TRUE,-27.4670892,153.023864
"605",605,"Maximum Care Hours Per Week Matched Local Helpers App Five Good Friends","Level 19, 179 Turbot Street, BRISBANE, 4000, QLD","QLD",4000,"BRISBANE","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.fivegoodfriends.com.au","approvedprovider@fivegoodfriends.com.au","+611300787581",TRUE,-27.4670892,153.023864
"606",606,"Bethanie Community Care North Metro","72-74 Huntriss Street, GWELUP, 6018, WA","WA",6018,"GWELUP","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://www.bethanie.com.au","info@bethanie.com.au","+61131151",TRUE,-31.8810277,115.7878594
"607",607,"GoCo Tamworth","28 Anne Street, TAMWORTH, 2340, NSW","NSW",2340,"TAMWORTH","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.gococare.com.au","chsp@infogunnedah.com.au","+610267402240",TRUE,-31.105369,150.9195783
"608",608,"Catholic Healthcare Community Services Mid North Coast formerly Catholic Community Services","1 DUKE Street, COFFS HARBOUR, 2450, NSW","NSW",2450,"COFFS HARBOUR","06:00","19:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","mental","http://www.catholichealthcare.com.au/en/in-homecommunity/","intake@chcs.com.au","+611800225474",TRUE,-30.2976389,153.117944
"609",609,"Feros Care Home Care Packages Caboolture ","22 DOONELLA Street, TEWANTIN, 4565, QLD","QLD",4565,"TEWANTIN","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.feroscare.com.au/home-care/home-care-packages","homecarepackages@feroscare.com.au","+611300780493",TRUE,-26.3924905,153.0374214
"610",610,"Benetas Home Care Gippsland A","49-53 Hazelwood Road, TRARALGON, 3844, VIC","VIC",3844,"TRARALGON","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.benetas.com.au/homecare","kelly.whelan@benetas.com.au","+611300236382",TRUE,-38.2108646,146.5216424
"611",611,"annecto Grampians ","215-217 SYDNEY Road, COBURG, 3058, VIC","VIC",3058,"COBURG","09:00","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.annecto.org.au","northern@annecto.org.au","+610393865686",TRUE,-37.7492152,144.9650144
"612",612,"Rumbalara HCP Loddon Mallee","12 RUTHERFORD Street, SWAN HILL, 3585, VIC","VIC",3585,"SWAN HILL","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","wayne.harris@raclimited.com.au","+610350321580",TRUE,-35.3427737,143.5597795
"613",613,"Centacare Brisbane North","477 ROBINSON Road, ASPLEY, 4034, QLD","QLD",4034,"ASPLEY","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","FALSE","mental","http://www.centacarebrisbane.net.au","intake@bne.centacare.net.au","+611300236822",TRUE,-27.3659011,153.0343681
"614",614,"Anglicare At Home Home Care Packages","62 NORWEST Boulevard, BAULKHAM HILLS, 2153, NSW","NSW",2153,"BAULKHAM HILLS","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://www.arv.org.au","athomeclientservices@anglicare.org.au","+611300111278",TRUE,-33.7367993,150.9583734
"615",615,"Baptcare Home Help Gippsland Bairnsdale Office","107 NICHOLSON Street, BAIRNSDALE, 3875, VIC","VIC",3875,"BAIRNSDALE","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://baptcare.org.au/services/home-help/homecare-packages","enquiries@baptcare.org.au","+61132278",TRUE,-37.8255324,147.6281739
"616",616,"KinCare Perth North","2 MACKIE Street, VICTORIA PARK, 6100, WA","WA",6100,"VICTORIA PARK","06:00","20:00",TRUE,TRUE,"dementia","FALSE","FALSE","FALSE","FALSE","http://www.kincare.com.au","mail@kincare.com.au","+611300733510",TRUE,-31.9719649,115.8943406
"617",617,"IRT at Home South West Sydney","1 Hyde Parade, CAMPBELLTOWN, 2560, NSW","NSW",2560,"CAMPBELLTOWN","07:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.irt.org.au","myagecare@irt.org.au","+61134478",TRUE,-34.0750676,150.8061549
"618",618,"Benetas Home Care Greater North West A","69 McLennan Street, MOOROOPNA, 3629, VIC","VIC",3629,"MOOROOPNA","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.benetas.com.au/homecare","libby.ryan@benetas.com.au","+611300236382",TRUE,-36.3948266,145.3602938
"619",619,"Cann Valley Bush Nursing Centre Inc","27 MONARO Highway, CANN RIVER, 3890, VIC","VIC",3890,"CANN RIVER","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://cannvalleybnc.com.au/","cvbnc.manager@gha.net.au","+610351586210",TRUE,-37.5636205,149.1517136
"620",620,"Feros Care Home Care Packages West Moreton ","Level 3, 72-80 Marine Parade, COOLANGATTA, 4225, QLD","QLD",4225,"COOLANGATTA","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.feroscare.com.au/home-care/home-care-packages","homecarepackages@feroscare.com.au","+611300780493",TRUE,-28.167853,153.5382099
"621",621,"Take Control of Your Home Care Package","8-10 CLIFFORD Street, MOSMAN, 2088, NSW","NSW",2088,"MOSMAN","08:00","18:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","https://www.thecarelist.com.au/macvic/","macsupport@thecarelist.com.au","+611300939458",TRUE,-33.8240619,151.2436128
"622",622,"Alpurrurulam Aged Care","Alpurrurulam Community, ALPURRURULAM, 4825, NT","NT",4825,"ALPURRURULAM","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","","jonna.underwood@barkly.nt.gov.au","+610747483231",TRUE,-20.9841055,137.8472565
"623",623,"Tenison Woods Aged Care Services","2 FITZGERALD Avenue, ENFIELD, 5085, SA","SA",5085,"ENFIELD","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","https://www.calvarycare.org.au","ccc@calvarycare.org.au","+610882629218",TRUE,-34.8622411,138.6021015
"624",624,"RDNS Metro South","1 RICHMOND Road, KESWICK TERMINAL, 5035, SA","SA",5035,"KESWICK TERMINAL","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://www.rdns.org.ai","samacportal@rdns.org.au","+611300364264",TRUE,-34.9412484,138.5810795
"625",625,"annecto Western Metro ","1 Little David Street, YARRAVILLE, 3013, VIC","VIC",3013,"YARRAVILLE","NaN","NaN",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.annecto.org.au","davidhouse@annecto.org.au","+610393140988",TRUE,-37.8152267,144.8819183
"626",626,"annecto Orana Far West ","1/80 Gipps Street, DUBBO, 2830, VIC","VIC",2830,"DUBBO","09:00","17:00",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://www.annecto.org.au","farwestnsw@annecto.org.au","+610350215456",TRUE,-32.2597484,148.6093222
"627",627,"Australian Unity Home Care Service Tumut","65 WYNYARD Street, TUMUT, 2720, NSW","NSW",2720,"TUMUT","06:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170",TRUE,-35.3007597,148.2237923
"628",628,"Golden Glow Nursing Katherine","10 GIBSON Court, KATHERINE EAST, 850, NT","NT",850,"KATHERINE EAST","08:00","16:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","www.goldenglownursing.com.au","taibarnes@goldenglownursing.com.au","+610889722918",TRUE,-14.4624659,132.2866778
"629",629,"ACS Flinders Far North","67 HENLEY BEACH Road, MILE END, 5031, SA","SA",5031,"MILE END","NaN","NaN",TRUE,FALSE,"FALSE","FALSE","FALSE","FALSE","FALSE","","tina.summers@aboriginalcs.org.au","+610883469155",TRUE,-34.9238644,138.5723973
"630",630,"Uniting Home Care Central West","76 KITE Street, ORANGE, 2800, NSW","NSW",2800,"ORANGE","07:00","19:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","https://https://uniting.org/services/aged-care/help-at-home","ask@uniting.org","+611800864846",TRUE,-33.2853395,149.095139
"631",631,"RFBI Care at Home Central Coast","1 Christopher Crescent, LAKE HAVEN, 2263, NSW","NSW",2263,"LAKE HAVEN","NaN","NaN",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.rfbi.com.au","mac.cc@rfbi.com.au","+610243937608",TRUE,-33.2465024,151.5049787
"632",632,"Geelong Barwon Simply Helping","222 FISCHER Street, TORQUAY, 3228, VIC","VIC",3228,"TORQUAY","09:00","17:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","mental","http://www.simplyhelping.com.au/locations/geelong-barwon-office","geelongbarwon@simplyhelping.com.au","+610352614808",TRUE,-38.3079795,144.3302344
"633",633,"Presbyterian Aged Care Hunter Home Care","124-128 FULLERTON Street, STOCKTON, 2295, NSW","NSW",2295,"STOCKTON","NaN","NaN",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","http://www.pacnsw.org.au","caresupport@pcnsw.org.au","+611800722679",TRUE,-32.9075297,151.7806557
"634",634,"Tripoli And Mena Cacps","48-50 TAYLOR Street, LAKEMBA, 2195, NSW","NSW",2195,"LAKEMBA","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","www.tripolimena.org.au","abdul@tripolimena.org.au","+610297581366",TRUE,-33.9197847,151.0817641
"635",635,"RSL LifeCare at Home New England","7 Bowra Street, URUNGA, 2455, NSW","NSW",2455,"URUNGA","06:00","20:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://rsllifecareathome.org.au","newenglandenquiry@rsllifecare.org.au","+610266556837",TRUE,-30.4959931,153.0198084
"636",636,"Alzheimers HCP Darling Downs","8 BUCKLAND Street, HARRISTOWN, 4350, QLD","QLD",4350,"HARRISTOWN","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","http://www.alzheimersonline.org","cmtwba@alzqld.org.au","+610746352966",TRUE,-27.5785714,151.9355772
"637",637,"Uniting Home Care Central Coast","6 RELIANCE Drive, TUGGERAH, 2259, NSW","NSW",2259,"TUGGERAH","07:00","19:00",TRUE,TRUE,"dementia","reablement","respite","FALSE","FALSE","https://https://uniting.org/services/aged-care/help-at-home","ask@uniting.org","+611800864846",TRUE,-33.3162172,151.4207034
"638",638,"Bananacoast Home Nursing and Respite Care","84-90 INDUSTRIAL Drive, NORTH BOAMBEE VALLEY, 2450, NSW","NSW",2450,"NORTH BOAMBEE VALLEY","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","FALSE","https://www.subee.com.au","dfoote@subee.com.au","+610266513153",TRUE,-30.3163871,153.0831452
"639",639,"Aged Care Plus Home Community Care The Salvation Army Home Care Packages Port Macquarie","2-6 Gray Street, PORT MACQUARIE, 2444, NSW","NSW",2444,"PORT MACQUARIE","06:00","19:00",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://agedcareplus.salvos.org.au","bethanyacpcommunity@aue.salvationarmy.org","+611300111227",TRUE,-31.4364197,152.9145995
"640",640,"Calvary Community Care Melbourne East","551 BLACKBURN Road, MOUNT WAVERLEY, 3149, VIC","VIC",3149,"MOUNT WAVERLEY","05:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","","ccc@calvarycare.org.au","+611300660022",TRUE,-37.900778,145.142121
"641",641,"Villa Maria Catholic Homes Community Services Home Care Grampians","4 University Drive, MOUNT HELEN, 3350, VIC","VIC",3350,"MOUNT HELEN","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://ww.vmch.com.au","accessnorthwest@vmch.com.au","+611300650615",TRUE,-37.6245046,143.8843554
"642",642,"Feros Care Home Care Packages","2-6 Shea Street, PHILLIP, 2606, ACT","ACT",2606,"PHILLIP","06:00","20:30",TRUE,TRUE,"dementia","reablement","respite","terminal","mental","http://www.feroscare.com.au/home-care/home-care-packages","homecarepackages@feroscare.com.au","+611300780493",TRUE,-35.3522316,149.0902707
"643",643,"Australian Unity Home Care Service Orange","286 Lords Place, ORANGE, 2800, NSW","NSW",2800,"ORANGE","06:00","20:00",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170",TRUE,-33.2800587,149.1024171
"644",644,"Awabakal Home Care Packages","38a Samdon Street, HAMILTON, 2303, NSW","NSW",2303,"HAMILTON","NaN","NaN",TRUE,TRUE,"FALSE","FALSE","FALSE","FALSE","FALSE","http://www.awabakal.org","homesupport@awabakal.org","+610249078555",TRUE,-32.9253152,151.7415024
