"OUTLET_NAME","HOURS_OPEN","HOURS_CLOSE","STATE"
"OzPol Services - South Coast","0600","2000","QLD"
"OzPol Services - Logan River Valley","0600","2000","QLD"
"Royal Freemasons Home Care","0700","2030","VIC"
"Southern Cross Care SA & NT Home Support Services Fleurieu","0700","2030","SA"
"MiCare Southern Region Home Care","0900","1700","VIC"
"Rembrandt Living Home Care Packages","0500","2030","SA"
"Rembrandt Living Home Care Packages","0500","2030","SA"
"Rembrandt Living Home Care Packages","0500","2030","SA"
"Rembrandt Living Home Care Packages","0500","2030","SA"
"Fresh Hope Care Home Care Services Inner West","0900","1700","NSW"
"Uniting AgeWell Loddon Mallee South Community Services","0800","1730","VIC"
"Better Living Homecare (East)","0800","1700","VIC"
"Uniting AgeWell Eastern Community Services","0800","1730","VIC"
"Anglicare Southern Queensland Rural And Remote South West","0700","1700","QLD"
"Enrich Living Services Bunbury (formerly St Ives Home Care) - 1300 20 20 03","0600","2030","WA"
"Mercy Health Home & Community Care Canberra","0600","2000","ACT"
"MercyCare HCP","0600","2030","WA"
"Alfred Health Home Care Packages","0830","1700","VIC"
"Alfred Health Home Care Packages","0830","1700","VIC"
"Blue Care Eastside HCP","0600","1800","QLD"
"Blue Care Gayndah Community Care & Respite Centre","0600","1800","QLD"
"Enrich Living Services VIC (formerly St Ives Home Care)","0600","2030","VIC"
"HammondCare At Home - Central West","0700","1900","NSW"
"HammondCare At Home - Central Coast","0700","1900","NSW"
"Uniting AgeWell Northern Tasmania Community Services","0800","1730","TAS"
"Federation of Polish Organisations in SA Inc.5","0700","1900","SA"
"Uniting AgeWell North West Community Services","0800","1730","VIC"
"Bene Casa -  Home Care Packages Level 3-4 Metro East","0900","1700","SA"
"Blue Care HCP3 & 4 Southside Community Care","0600","1800","QLD"
"Blue Care Hervey Bay Community Care & Respite Care","0600","1800","QLD"
"Bolton Clarke- RDNS Eastern Metro Melbourne","0500","2030","VIC"
"Bene Casa - Home Care Packages Level 3-4 North","0900","1700","SA"
"NSW Home Support Services (NSW HSS)","0700","1900","NSW"
"NSW Home Support Services (NSW HSS)","0700","1900","NSW"
"Care Connect Victoria CHSP & Home Care Package Level 1- 4","0830","1700","VIC"
"Care Connect Victoria CHSP & Home Care Package Level 1- 4","0830","1700","VIC"
"Care Connect Victoria CHSP & Home Care Package Level 1- 4","0830","1700","VIC"
"Care Connect Victoria CHSP & Home Care Package Level 1- 4","0830","1700","VIC"
"Care Connect Victoria CHSP & Home Care Package Level 1- 4","0830","1700","VIC"
"Care Connect Victoria CHSP & Home Care Package Level 1- 4","0830","1700","VIC"
"Care Connect Victoria CHSP & Home Care Package Level 1- 4","0830","1700","VIC"
"Care Connect Victoria CHSP & Home Care Package Level 1- 4","0830","1700","VIC"
"Bolton Clarke- RDNS Western Metro Melbourne","0500","2030","VIC"
"Bolton Clarke- RDNS Western Metro Melbourne","0500","2030","VIC"
"Uniting AgeWell Gippsland Community Services","0800","1730","VIC"
"HammondCare At Home - South West Sydney","0700","1900","NSW"
"Uniting AgeWell Loddon Mallee North Community Services 2","0900","1700","VIC"
"Wesley Mission Queensland (Gympie / Sunshine Coast)","0600","2030","QLD"
"Bene Casa -Home Care Packages Level 3-4 Metro South","0900","1700","SA"
"Bene Casa - Home Care Packages Level 3-4 Metro North","0900","1700","SA"
"Bene Casa -  Home Care Packages Level 3-4 Metro West","0900","1700","SA"
"RSL Care Ipswich - Bolton Clarke","0500","2030","QLD"
"RSL Care Ipswich - Bolton Clarke","0500","2030","QLD"
"RSL Care Wide Bay - Bolton Clarke","0500","2030","QLD"
"Avivo: Live Life Inc - Metro East","0600","2030","WA"
"Avivo: Live Life Inc - Metro East","0600","2030","WA"
"Avivo: Live Life Inc - Metro South East","0600","2030","WA"
"Avivo: Live Life Inc - Metro South East","0600","2030","WA"
"PresCare Community Care - Wide Bay","0600","1800","QLD"
"PresCare Community Care - Wide Bay","0600","1800","QLD"
"Baptcare Home Help Barwon South West - Warrnambool Office","0830","1730","VIC"
"Fresh Hope Care Home Care Services Shoalhaven","0900","1700","NSW"
"IRT at Home Shoalhaven South","0700","2030","NSW"
"IRT at Home Shoalhaven South","0700","2030","NSW"
"1300147147 Brotherhood of St Laurence Aged Care - Home Care Packages","0900","1700","VIC"
"1300147147 Brotherhood of St Laurence Aged Care - Home Care Packages","0900","1700","VIC"
"Bolton Clarke- RDNS Tasmania","0500","2030","TAS"
"Blue Care Callide Valley Community Care","0600","1800","QLD"
"Anglicare Southern Queensland Brisbane South","0700","1700","QLD"
"Blue Care Dhali Community Care","0600","1800","QLD"
"Blue Care Fraser Coast Community Care","0600","1800","QLD"
"Blue Care Maroochy Community Care","0600","1800","QLD"
"PresCare Community Care - Cairns","0600","1800","QLD"
"Blue Care Maryborough Community Care","0600","1800","QLD"
"PresCare Community Care - Cairns","0600","1800","QLD"
"Jewish Care (NSW)","0700","2030","NSW"
"Jewish Care (NSW)","0700","2030","NSW"
"IRT at Home - ACT","0700","2030","ACT"
"IRT at Home - ACT","0700","2030","ACT"
"IRT at Home - Eurobodalla Central","0700","2030","NSW"
"IRT at Home - Illawarra North","0700","2030","NSW"
"IRT at Home South East Sydney","0700","2030","NSW"
"Arcare Home Packages VIC South","0500","2030","VIC"
"Avivo: Live Life Inc - Metro North","0600","2030","WA"
"Avivo: Live Life Inc - Metro North","0600","2030","WA"
"PresCare Community Care - Brisbane South","0600","1800","QLD"
"PresCare Community Care - Brisbane South","0600","1800","QLD"
"PresCare Community Care - South Coast (Gold Coast)","0600","1800","QLD"
"PresCare Community Care - South Coast (Gold Coast)","0600","1800","QLD"
"PresCare Community Care - Logan River Valley","0600","1800","QLD"
"PresCare Community Care - Logan River Valley","0600","1800","QLD"
"CASS Home Care Package (Chinese, Indonesian, Vietnamese) - Western Sydney","0800","1800","NSW"
"PresCare Community Care - Cabool","0600","1800","QLD"
"PresCare Community Care - Cabool","0600","1800","QLD"
"Glenview Outreach","0700","1900","TAS"
"ANHF Chinese and Vietnamese Home Care Services","0630","2030","NSW"
"ANHF Chinese and Vietnamese Home Care Services","0630","2030","NSW"
"ANHF Chinese and Vietnamese Home Care Services","0630","2030","NSW"
"ANHF Chinese and Vietnamese Home Care Services","0630","2030","NSW"
"ANHF Chinese and Vietnamese Home Care Services","0630","2030","NSW"
"Anglicare Southern Queensland Wide Bay","0700","1700","QLD"
"Brotherhood of St Laurence Aged Care - Home Care Packages Level 1,2,3,4","0900","1700","VIC"
"Brotherhood of St Laurence Aged Care - Home Care Packages Level 1,2,3,4","0900","1700","VIC"
"Brotherhood of St Laurence Aged Care - Home Care Packages Level 1,2,3,4","0900","1700","VIC"
"Brotherhood of St Laurence Aged Care - Home Care Packages Level 1,2,3,4","0900","1700","VIC"
"Northern Health Home Care Packages","0830","1700","VIC"
"Blue Care Kingaroy-Nanango Community Care","0600","1800","QLD"
"Glenview Outreach","0700","1900","TAS"
"Care Connect Queensland Home Care Package Level 1-4","0830","1700","QLD"
"Care Connect Queensland Home Care Package Level 1-4","0830","1700","QLD"
"Care Connect Queensland Home Care Package Level 1-4","0830","1700","QLD"
"Care Connect Queensland Home Care Package Level 1-4","0830","1700","QLD"
"Care Connect Queensland Home Care Package Level 1-4","0830","1700","QLD"
"Care Connect Queensland Home Care Package Level 1-4","0830","1700","QLD"
"Care Connect Queensland Home Care Package Level 1-4","0830","1700","QLD"
"Care Connect Queensland Home Care Package Level 1-4","0830","1700","QLD"
"Care Connect New South Wales CHSP & Home Care Package Level 1-4","0830","1700","NSW"
"Care Connect New South Wales CHSP & Home Care Package Level 1-4","0830","1700","NSW"
"Care Connect New South Wales CHSP & Home Care Package Level 1-4","0830","1700","NSW"
"Care Connect New South Wales CHSP & Home Care Package Level 1-4","0830","1700","NSW"
"Anglicare Southern Queensland Townsville","0700","1700","QLD"
"PresCare Community Care- Redlands","0600","1800","QLD"
"PresCare Community Care- Redlands","0600","1800","QLD"
"Baptcare Home Help Western Metro","0830","1700","VIC"
"GOC Care Gold Coast","0700","1800","QLD"
"02-87171500 CORE Community Services - Aged & Disability Care - (MCCS)","0700","2030","NSW"
"Blue Care Murgon Community Care","0600","1800","QLD"
"Blue Care Gladstone Community Care",NaN,NaN,"QLD"
"Blue Care Stanthorpe Community Care","0600","1800","QLD"
"Blue Care Redcliffe Community Care","0600","1800","QLD"
"Blue Care Mackay Community Care","0600","1800","QLD"
"Avivo: Live Life Inc - Wheatbelt","0600","2030","WA"
"Avivo: Live Life Inc - Wheatbelt","0600","2030","WA"
"IRT at Home - Illawarra South","0700","2030","NSW"
"IRT at Home - Illawarra South","0700","2030","NSW"
"IRT at Home - Shoalhaven North","0700","2030","NSW"
"Kimberley Aged And Community Services","0800","1630","WA"
"Arcare Home Packages QLD Cabool","0500","2030","QLD"
"Blue Care Eastside Community Care","0600","1800","QLD"
"Blue Care Southside Community Care","0600","1800","QLD"
"Blue Care Lowood / Rosewood Community Care","0600","1800","QLD"
"Blue Care Fassifern Community Care","0600","1800","QLD"
"Blue Care Ipswich Community Care","0600","1800","QLD"
"Blue Care Elanora Community Care","0600","1800","QLD"
"Anglicare Southern Queensland Logan","0700","1700","QLD"
"Anglicare Southern Queensland Logan","0700","1700","QLD"
"Uniting Communities Multicultural Home Care Packages","0700","2000","SA"
"Uniting Communities Multicultural Home Care Packages",NaN,NaN,"SA"
"Uniting Communities Multicultural Home Care Packages",NaN,NaN,"SA"
"Uniting Communities Multicultural Home Care Packages","0700","2000","SA"
"Catholic Homes Eastern Metropolitan Home Care Packages",NaN,NaN,"VIC"
"Southern Cross Care Vic (SCCV) - South Region",NaN,NaN,"VIC"
"Anglicare Southern Queensland West Moreton","0700","1700","QLD"
"Catholic Homes Outer Eastern Metropolitan Home Care Packages",NaN,NaN,"VIC"
"Southern Cross Care Vic (SCCV) - South Region",NaN,NaN,"VIC"
"Anglicare Southern Queensland Caboolture","0700","1700","QLD"
"Aged Care Wesley Mission Queensland (Wide Bay)","0600","2030","QLD"
"Wesley Mission Queensland - Community Care (Brisbane South)","0600","2030","QLD"
"St Laurence - Barwon - Home Care Packages","0900","1700","VIC"
"St Laurence - Barwon - Home Care Packages","0900","1700","VIC"
"St Laurence Community Options - Grampians - Home Care Packages","0900","1700","VIC"
"St Laurence Community Options - Grampians - Home Care Packages","0900","1700","VIC"
"PresCare Community Care - Fitzroy","0600","1800","QLD"
"PresCare Community Care - Fitzroy","0600","1800","QLD"
"St Simeon Village & Community Services Western Australia",NaN,NaN,"WA"
"1300 787 581 - Five Good Friends Victoria","0500","2030","QLD"
"1300 787 581 - Five Good Friends Queensland","0500","2030","QLD"
"+Maximum Care Hours Per Week +Matched Local Helpers +App = Five Good Friends","0500","2030","QLD"
"1300 787 581 - Five Good Friends NSW","0500","2030","QLD"
"1300 787 581 - Five Good Friends SA","0500","2030","QLD"
"1 300 787 581 - Maximum Hours. Matched Helpers. Easy To Use App - Five Good Friends","0500","2030","QLD"
"Bethanie Community Care - North Metro","0500","2030","WA"
"GoCo Tamworth",NaN,NaN,"NSW"
"Catholic Healthcare Community Services Mid North Coast (formerly Catholic Community Services)","0600","1900","NSW"
"Feros Care Home Care Packages - Caboolture QLD","0600","2030","QLD"
"Benetas Home Care Gippsland A","0500","2030","VIC"
"annecto - Grampians VIC","0900","1700","VIC"
"Rumbalara HCP - Loddon Mallee",NaN,NaN,"VIC"
"Centacare Brisbane North","0500","2030","QLD"
"UNITED-SPANISH LATIN AMERICAN WELFARE CENTRE",NaN,NaN,"VIC"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Baptcare Home Help Gippsland - Bairnsdale Office",NaN,NaN,"VIC"
"WA - KinCare - Perth North","0600","2000","WA"
"IRT at Home South West Sydney","0700","2030","NSW"
"James Brown Memorial Trust - Kalyra Communities - Private Services","0800","2000","SA"
"Catholic Healthcare Community Services Mid North Coast (formerly Catholic Community Services)","0600","1900","NSW"
"Feros Care Home Care Packages - Sunshine Coast QLD","0600","2030","QLD"
"Benetas Home Care Greater North West A","0500","2030","VIC"
"Cann Valley Bush Nursing Centre Inc",NaN,NaN,"VIC"
"Feros Care Home Care Packages - West Moreton QLD","0600","2030","QLD"
"Take Control of Your Home Care Package","0800","1830","NSW"
"Alpurrurulam Aged Care",NaN,NaN,"NT"
"Tenison Woods Aged Care Services",NaN,NaN,"SA"
"RDNS SA Metro South","0500","2030","SA"
"annecto - Western Metro VIC",NaN,NaN,"VIC"
"annecto - Orana Far West NSW","0900","1700","VIC"
"Australian Unity Home Care Service - Tumut","0600","2000","NSW"
"Golden Glow Nursing - Katherine","0800","1630","NT"
"ACS Flinders & Far North",NaN,NaN,"SA"
"Uniting Home Care Central West","0700","1900","NSW"
"RFBI Care at Home - Central Coast",NaN,NaN,"NSW"
"Northern Settlement Services","0700","1800","NSW"
"Geelong Barwon Simply Helping","0900","1700","VIC"
"Presbyterian Aged Care Hunter Home Care",NaN,NaN,"NSW"
"Blue Care Coomera Community Care","0600","1800","QLD"
"Tripoli And Mena Cacps",NaN,NaN,"NSW"
"Villa Maria Catholic Homes*",NaN,NaN,"VIC"
"RSL LifeCare at Home - New England","0600","2000","NSW"
"Alzheimers Qld - HCP Darling Downs","0600","2030","QLD"
"Uniting Home Care Central Coast","0700","1900","NSW"
"Bananacoast Home Nursing and Respite Care","0500","2030","NSW"
"Aged Care Plus Home & Community Care, The Salvation Army - Home Care Packages, Port Macquarie","0600","1900","NSW"
"Calvary Community Care - Melbourne East","0500","2030","VIC"
"Enrich Living Services VIC (formerly St Ives Home Care)","0600","2030","VIC"
"Feros Care Home Care Packages - Wide Bay QLD","0600","2030","QLD"
"Villa Maria Catholic Homes- Community Services - Home Care Grampians",NaN,NaN,"VIC"
"Co.As.It.",NaN,NaN,"NSW"
"Hills Nursing - Northwestern","0600","2030","NSW"
"Feros Care Home Care Packages - ACT","0600","2030","ACT"
"Australian Unity Home Care Service - Orange","0600","2000","NSW"
"Awabakal Home Care Packages",NaN,NaN,"NSW"
"Tripoli And Mena Cacps",NaN,NaN,"NSW"
"1300 939 458 The Care List NSW","0830","1800","NSW"
"Wintringham Community Housing and Support (Southern)","0830","1700","VIC"
"Northern Regional Aboriginal And Torres Strait Islander Corporation","0800","1600","QLD"
"Lyndoch Living - Home Care",NaN,NaN,"VIC"
"Anglicare At Home - Western Sydney and Mountains","0600","2000","NSW"
"Life Without Barriers Home Care Packages Program - Far North QLD",NaN,NaN,"QLD"
"Home Support Services - South Coast",NaN,NaN,"QLD"
"Aveo Care at Home -  Queensland","0700","1730","QLD"
"Blue Care Brassall Village Community Care","0600","1800","QLD"
"NSW - KinCare - Northern Sydney & Beaches Region","0600","2000","NSW"
"Brightwater At Home - East Metro",NaN,NaN,"WA"
"Anglicare Tasmania - Home Care Packages","0600","2030","TAS"
"Southern Cross Care Vic (SCCV) - North West Region",NaN,NaN,"VIC"
"Zion Lutheran Home Hostel","0600","2000","QLD"
"Baptcare Home Help Southern Metro","0830","1700","VIC"
"BBCR Bay and Basin Community Resources Inc","0600","2000","NSW"
"Feros Care Home Care Packages - Greater Geelong VIC","0600","2030","VIC"
"Envigor Seasons Sinnamon Park",NaN,NaN,"QLD"
"Elderly Home Care Solutions Randwick","0600","2030","NSW"
"Silver Chain","0500","2030","WA"
"Take Control of Your Home Care Package","0800","1830","NSW"
"Feros Care Home Care Packages - West Moreton QLD","0600","2030","QLD"
"Silver Chain","0500","2030","WA"
"annecto - Grampians VIC",NaN,NaN,"VIC"
"Centacare Darra",NaN,NaN,"QLD"
"Country Health Connect - Yorke & Northern Home Care Packages","0830","1700","SA"
"Southern Cross Care - Home Care - Central West","0600","2030","NSW"
"Catholic Care of the Aged Port Macquarie","0630","1900","NSW"
"Centacare Caboolture Bribie & Moreton Bay Region","0600","2030","QLD"
"Feros Care Home Care Packages - ACT","0600","2030","ACT"
"Benetas Home Care North West","0500","2030","VIC"
"Co.As.It.",NaN,NaN,"NSW"
"Alzheimers Qld - HCP Brisbane North","0600","2030","QLD"
"Southern Cross Care Vic (SCCV) - Grampians Region",NaN,NaN,"VIC"
"Kronstadt Gardens",NaN,NaN,"VIC"
"HammondCare At Home - Inner West Sydney","0700","1900","NSW"
"EACH Home Care Packages North West Tasmania","0600","2030","TAS"
"Uniting Healthy Living for Seniors Inner West","0700","1900","NSW"
"Uniting Healthy Living for Seniors Hunter","0700","1900","NSW"
"Reliant Healthcare",NaN,NaN,"NSW"
"Southern Cross Care QLD Direct","0600","2030","QLD"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Amana Living Home Care Package Metro South West","0700","2000","WA"
"Catholic Healthcare Community Services Western Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"HenderCare (SA Metropolitan North)","0500","2030","SA"
"Amana Living Home Care Package Metro South East","0700","2000","WA"
"Six star Na-So","0700","2030","VIC"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Lyndoch Living - Home Care",NaN,NaN,"VIC"
"1300791660 McLean Care Community Services Moree","0600","1900","NSW"
"Anglicare At Home - Western Sydney and Mountains","0600","2000","NSW"
"Enrich Living Services Myaree (formerly St Ives Home Care) - 1300 20 20 03","0600","2000","WA"
"Future Life Care Pty Ltd","0830","2000","VIC"
"Sazem Disability & Aged care Services Pty Ltd Lakemba","0830","1930","NSW"
"Feros Care Home Care Packages - Far North Coast NSW","0600","2030","NSW"
"Domestic Cleaning, Gardening, Transport, Personal Care, Nursing","0830","1800","NSW"
"Feros Care Home Care Packages - Southern Tasmania","0630","2030","TAS"
"Baptistcare Home Services WA - East Metro","0700","2030","WA"
"Feros Care Home Care Packages - South East Sydney NSW","0600","2030","NSW"
"Feros Care Home Care Packages - Central Coast","0600","2030","NSW"
"Churches of Christ Community Care Warwick Home Assist",NaN,NaN,"QLD"
"Vivere - Coast","0500","2030","NSW"
"EACH Home Care Packages  North East Metro Melb","0600","2030","VIC"
"1300791660 McLean Care Community Services Glen Innes","0600","1900","NSW"
"Feros Care Home Care Packages - West Moreton QLD","0600","2030","QLD"
"Assist HomeCare (Home Assist Metro South)","0600","2030","SA"
"Southcare Inc.","0700","2030","WA"
"The Whiddon Group Community Care - Mid North Coast","0600","1600","NSW"
"Rainbow The Multicultural Aged Care Program",NaN,NaN,"WA"
"Adelaide Quality Care Pty Ltd","0700","1800","SA"
"Churches of Christ Care Community Care Bribie Caboolture","0630","2030","QLD"
"Bur-Del Community & Home Support - Townsville",NaN,NaN,"QLD"
"Presbyterian Care Home Care Services - North","0600","2030","TAS"
"Feros Care Home Care Packages - Northern Sydney","0600","2030","NSW"
"1300 698 693 Home Nursing Group Pty Ltd - Coffs Harbour","0500","2030","NSW"
"Valmar Boorowa Aged Centre Based Respite","0830","1600","NSW"
"Churches Of Christ Care Community Care - Darling Downs-Toowoomba","0630","2030","QLD"
"NSW - KinCare - Central West","0600","2000","NSW"
"LiveBetter Community Services (formerly CareWest) - Orange","0500","2030","NSW"
"Engawala Aged and Disability Services",NaN,NaN,"NT"
"Forrest Community Services",NaN,NaN,"NSW"
"Blue Care Collinsville Community Care","0600","1800","QLD"
"Catholic Healthcare Community Services South East Sydney (formerly Catholic Community Services)",NaN,NaN,"NSW"
"Australian Unity Home Care Service - Grenfell","0600","2000","NSW"
"Villa Maria Catholic Homes - Community Services - Home Care - Hume",NaN,NaN,"VIC"
"Tripoli And Mena Cacps",NaN,NaN,"NSW"
"Feros Care Home Care Packages - Northern Sydney","0600","2030","NSW"
"Feros Care Home Care Packages - Hunter NSW","0630","2030","NSW"
"Freedom Aged Care Coffs Harbour","0500","2030","NSW"
"Feros Care Home Care Packages - Western Metro","0630","2030","VIC"
"Ruscare Home Care",NaN,NaN,"VIC"
"Freedom Aged Care Banora Point","0500","2030","NSW"
"Caboolture Home Care Packages","0800","1700","QLD"
"Life Without Barriers Home Care Packages Program - Far North Coast NSW",NaN,NaN,"NSW"
"DUO Services Australia","0830","1700","ACT"
"Murroona Gardens","0600","2030","QLD"
"Country Health Connect - Whyalla Community Health Service","0830","1730","SA"
"ARRCS - Community Care Darwin",NaN,NaN,"NT"
"MSS Inc","0800","1800","NSW"
"Home Instead Senior Care","0500","2030","VIC"
"WA - KinCare - Perth East","0600","2000","WA"
"BCD Community Care - Bankstown","0700","2030","NSW"
"EACH NSW Home Care Packages - Central Coast",NaN,NaN,"NSW"
"IRT at Home Illawarra Central","0700","2030","NSW"
"1300 939 458 The Care List NSW","0830","1800","NSW"
"UNITED-SPANISH LATIN AMERICAN WELFARE CENTRE",NaN,NaN,"VIC"
"AGED Rubies Nursing Care Liverpool",NaN,NaN,"NSW"
"Girudala Home Care Packages",NaN,NaN,"QLD"
"Australian Unity Home Care Service - Quirindi","0600","2000","NSW"
"Sue Mann Nursing & Community Care (Syd) - 1300 241 300","0700","1800","NSW"
"Benevolent Society - Home Support - South West Sydney and Southern Highlands","0700","1800","NSW"
"Autumn Lodge Home Care",NaN,NaN,"NSW"
"Villa Maria Catholic Homes*",NaN,NaN,"VIC"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Catholic Healthcare Community Services Hunter (formerly Catholic Community Services)","0600","1900","NSW"
"Blue Care Beenleigh Community Care","0600","1800","QLD"
"Aveo The Clayfield Home Care",NaN,NaN,"QLD"
"Lyndoch Living - Home Care",NaN,NaN,"VIC"
"Catholic Healthcare Homecare Packages",NaN,NaN,"NSW"
"Southern Cross Care - Home Care - Far North Coast","0600","2030","NSW"
"Acacia Living Group Metro Home Care","0700","2000","WA"
"1300 939 458 The Care List NSW","0830","1800","NSW"
"Rubies Nursing NSW Regions",NaN,NaN,"NSW"
"Papunya Home Care",NaN,NaN,"NT"
"Catholic Homes Inc Home Care - South West Metro",NaN,NaN,"WA"
"BaptistCare - Canberra","0630","2030","ACT"
"Take Control of Your Home Care Package","0800","1830","NSW"
"Tenison Woods Aged Care Services",NaN,NaN,"SA"
"Baptcare Home Help Eastern Metro",NaN,NaN,"VIC"
"Capecare","0700","2000","WA"
"Elderly Australian Chinese Homes (Castle Hill)",NaN,NaN,"NSW"
"Feros Care Home Care Packages - Logan River Valley QLD","0600","2030","QLD"
"Auburn Diversity Services Inc - Macquarie Site",NaN,NaN,"NSW"
"Life Care East","0900","1700","SA"
"Allawah Community Care - Home Care Packages",NaN,NaN,"NSW"
"Feros Care Home Care Packages - Logan River Valley QLD","0630","2030","QLD"
"The Care List - 1300 939 458 Inner West","0830","1800","NSW"
"OneCare Home Care Program",NaN,NaN,"TAS"
"Catholic Healthcare Community Services South East Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Chizim Care Services SP","0700","2000","WA"
"Suncare Community Services-Caboolture","0600","2000","QLD"
"Personal Care, Allied Health and Nursing","0800","1830","NSW"
"IUIH Home Support Brisbane South (Indigenous Services Only)",NaN,NaN,"QLD"
"South West Community Care Home Care Packages","0600","2000","WA"
"Footprints Inc","0600","1900","QLD"
"HammondCare At Home - Northern Sydney","0700","1900","NSW"
"Multicultural Services Centre of Western Australia",NaN,NaN,"WA"
"Envigor Mango Hill Seasons","0600","2000","QLD"
"The Care List - 1300 939 458 Inner West","0830","1800","NSW"
"Rainbow The Multicultural Aged Care Program",NaN,NaN,"WA"
"Home Instead Senior Care","0500","2030","NSW"
"Care for you at Home","0600","2000","NSW"
"inspired aged care pty ltd",NaN,NaN,"NSW"
"Homenursingsolutions",NaN,NaN,"SA"
"Just Better Care Eastern Suburbs","0600","2030","NSW"
"White Oak Home Care - South Metro","0600","2000","WA"
"Uniting Healthy Living for Seniors Central Coast","0700","1900","NSW"
"All Care",NaN,NaN,"NSW"
"Villa Maria Catholic Homes - Community Services - Home Care - Northern Metropolitan",NaN,NaN,"VIC"
"Capecare Home Care Services","0700","2000","WA"
"SA - KinCare - Mid North Region","0600","2000","SA"
"Uniting Home Care New England","0700","1900","NSW"
"Catholic Healthcare Community Services Riverina Murray (former Catholic Community Services)",NaN,NaN,"NSW"
"Crowley Care Services - Home Care Packages Ballina","0700","1900","NSW"
"QLD - KinCare - Wide Bay","0600","2000","QLD"
"Anglicare At Home - Western Sydney and Mountains","0600","2000","NSW"
"CCNB Community Care Home Care Packages",NaN,NaN,"NSW"
"Anglicare Tasmania - Home Care Packages","0600","2030","TAS"
"Benetas Home Care Gippsland A","0500","2030","VIC"
"Uniting Healthy Living for Seniors Nepean","0700","1900","NSW"
"Uniting Home Care Far North Coast","0700","1900","NSW"
"HenderCare (WA Metropolitan North)","0500","2030","WA"
"ARRCS - Community Care Katherine",NaN,NaN,"NT"
"Multicultural Services Centre of Western Australia",NaN,NaN,"WA"
"Uniting Home Care Northern Sydney","0700","1900","NSW"
"NSW - KinCare - South East Sydney","0600","2000","NSW"
"Feros Care Home Care Packages - Northern Metro VIC","0600","2030","VIC"
"HammondCare At Home - ACT","0700","1900","ACT"
"Candice Care Inc.QLD","0830","1700","QLD"
"Catholic Healthcare Homecare Packages",NaN,NaN,"NSW"
"Fairview Community Care","0800","1800","VIC"
"Uniting Care lifeAssist Home Care Packages","0900","1700","VIC"
"Villa Maria Catholic Homes- Community Services - Home Care Barwon",NaN,NaN,"VIC"
"Catholic Healthcare Community Services Northern Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Senior Helpers Adelaide Northern","0700","2030","SA"
"HammondCare At Home - Mid North Coast","0700","1900","NSW"
"Moyne Health Services Home Care Packages - Port Fairy, Koroit, Warrnambool and districts","0700","2000","VIC"
"Calvary Community Care Darwin",NaN,NaN,"NT"
"Arlparra Aged Care",NaN,NaN,"NT"
"Benevolent Society - Home Support - Sydney South East","0700","1800","NSW"
"Kowanyama Aboriginal Shire Council",NaN,NaN,"QLD"
"CarePilot (West)  call us on 1300 108 481","0600","2030","NSW"
"St Anna's Residential Care Facility","0800","1800","SA"
"HammondCare At Home - Hunter","0700","1900","NSW"
"Uniting Home Care Hunter","0700","1900","NSW"
"annecto - Western Sydney NSW",NaN,NaN,"NSW"
"QLD - KinCare - Sunshine Coast","0600","2000","QLD"
"1300 939 458 - Home Care Packages","0830","1800","NSW"
"1800 989 000 - Southern Cross – NSW - HCP","0600","2000","NSW"
"RSL Care Homecare - Logan River Valey  (Logan)",NaN,NaN,"QLD"
"Australian Unity Home Care Service - Oberon","0600","2000","NSW"
"Magnetic Island Community Care HCP",NaN,NaN,"QLD"
"Alzheimers Qld - HCP Brisbane North","0600","2030","QLD"
"VIC - KinCare - Melbourne East","0600","2000","VIC"
"Benetas Home Care Gippsland B","0500","2030","VIC"
"Feros Care Home Care Packages - Sunshine Coast QLD","0600","2030","QLD"
"Australian Unity Home Care Service - Beverly Hills","0600","2000","NSW"
"QLD - KinCare - Logan River Valley","0600","2000","QLD"
"Feros Care Home Care Packages - Illawarra NSW","0630","2030","NSW"
"Home Care Packages Karingal St Laurence",NaN,NaN,"VIC"
"HCA Home (NSW) - No hidden costs","0600","2030","NSW"
"HCA Home (SA/NT) No hidden costs","0600","2030","SA"
"FSG Home Care North Coast NSW","0800","1800","NSW"
"Home Instead Senior Care","0500","2030","QLD"
"Jandowae Domiciliary Care",NaN,NaN,"QLD"
"Feros Care Home Care Packages - Hunter NSW","0600","2030","NSW"
"Envigor Cairns","0600","2000","QLD"
"St John's Community Care Thursday Island",NaN,NaN,"QLD"
"NSW - KinCare - Illawarra South Coast Region","0600","2000","NSW"
"Envigor Ipswich Central","0600","2000","QLD"
"Country Home Services: Yorke Peninsula, Lower North, Barossa & Gawler","0800","1700","SA"
"Feros Care Home Care Packages - Northern Tasmania","0600","2030","TAS"
"Silver Chain","0500","2030","WA"
"Mungkadinamanja Aged Care",NaN,NaN,"NT"
"Rainbow The Multicultural Aged Care Program",NaN,NaN,"WA"
"Local Guardians Canterbury - Bankstown",NaN,NaN,"NSW"
"Just Better Care Hume and Southern Riverina","0500","2030","VIC"
"Central West NSW","0800","1700","NSW"
