"","id","SERVICE_NAME","STREET_ST_ADDRESS","STREET_SUBURB","STREET_PCODE","STREET_STATE","MAIN_PH_NUM","WEBSITE","sfd","dem","atsi","terminal","veteran","cald","lgbti","ADDRESS","lat","lng"
"657",656,"Wahroonga House","31 Pacific Highway  ","WAHROONGA",2076,"NSW","+610298472400","http://www.thompsonhealthcare.com.au","False","False","False","False","False","False","False","31 Pacific Highway WAHROONGA 2076 NSW",-33.7151099,151.1080455
"658",657,"Bupa Ballarat","305 SMYTHES Road  ","DELACOMBE",3356,"VIC","+610343336600","http://www.bupaagedcare.com.au/aged-care-homes/bupa-ballarat","False","False","False","False","False","False","False","305 SMYTHES Road DELACOMBE 3356 VIC",-37.5904235,143.8088634
"659",658,"HammondCare - Horsley","116 SHONE Avenue  ","HORSLEY",2530,"NSW","+611800776112","http://www.hammond.com.au/facilities/horsley","True","True","False","True","False","False","False","116 SHONE Avenue HORSLEY 2530 NSW",-34.4887596,150.7664122
"660",659,"Acacia House Residential Aged Care Service","9 Batman Avenue  ","SHEPPARTON",3630,"VIC","+610358320800","http://www.sheppvillages.com.au","False","False","False","False","False","False","False","9 Batman Avenue SHEPPARTON 3630 VIC",-36.3638936,145.3916584
"661",660,"Barossa Valley Nursing Home","7 ATZE Parade  ","NURIOOTPA",5355,"SA","+610885620300","http://www.barossavillage.org/index.html","True","True","False","False","False","False","False","7 ATZE Parade NURIOOTPA 5355 SA",-34.4681648,138.9787214
"662",661,"Murchison MPS"," SAVAGE Street  ","MEEKATHARRA",6642,"WA","+610899810600","NaN","False","False","False","False","False","False","False"," SAVAGE Street MEEKATHARRA 6642 WA",-26.5929542,118.4963227
"663",662,"Macpherson Smith Residential Care","37 SLOANE Street  ","STAWELL",3380,"VIC","+610353588502","NaN","True","True","False","True","False","False","False","37 SLOANE Street STAWELL 3380 VIC",-37.059876,142.77971
"664",663,"Annie Lockwood Court Hostel","7 NEWTON Street  ","WHYALLA",5600,"SA","+610886453955","http://www.whyallaagedcare.com.au","True","True","False","False","False","False","False","7 NEWTON Street WHYALLA 5600 SA",-33.0426401,137.5760891
"665",664,"Woorayl Lodge Inc","71-73 Mccartin Street  ","LEONGATHA",3953,"VIC","+610356622053","NaN","True","True","False","False","False","False","False","71-73 Mccartin Street LEONGATHA 3953 VIC",-38.479347,145.9421297
"666",665,"Estia Health Bankstown","74 Chiswick Road  ","GREENACRE",2190,"NSW","+610287099200","http://www.estia.com.au","False","False","False","False","False","False","False","74 Chiswick Road GREENACRE 2190 NSW",-33.9042326,151.0505015
"667",666,"Nimbin Multi-Purpose Service","35 CULLEN Street  ","NIMBIN",2480,"NSW","+610266891400","NaN","False","False","False","False","False","False","False","35 CULLEN Street NIMBIN 2480 NSW",-28.5974783,153.223147
"668",667,"Southern Cross Care Onkaparinga Lodge","28 LIDDELL Drive  ","HUNTFIELD HEIGHTS",5163,"SA","+611300203077","http://www.southerncrosscare.com.au","True","True","False","False","False","False","False","28 LIDDELL Drive HUNTFIELD HEIGHTS 5163 SA",-35.1517407,138.5210457
"669",668,"Doutta Galla Grantham Green Aged Care Facility","28-32 MAGNOLIA Street  ","ST ALBANS",3021,"VIC","+610411835337","http://ww.dgas.org.au","True","True","False","False","False","False","False","28-32 MAGNOLIA Street ST ALBANS 3021 VIC",-37.753083,144.820779
"670",669,"Uniting Northaven Turramurra (high care)","1322 Pacific Highway  ","TURRAMURRA",2074,"NSW","+611800864846","https://uniting.org/our-services/services/uniting-aged-care-home/uniting-northaven-turramurra","False","False","False","False","False","False","False","1322 Pacific Highway TURRAMURRA 2074 NSW",-33.7337556,151.1308884
"671",670,"Clover Lea Nursing Home","14 Claremont Road  ","BURWOOD HEIGHTS",2136,"NSW","+610297471911","http://www.hallprior.com.au","True","True","True","True","True","False","True","14 Claremont Road BURWOOD HEIGHTS 2136 NSW",-33.8887754,151.1064354
"672",671,"St Hedwig Village","140 Reservoir Road  ","BLACKTOWN",2148,"NSW","+610288229905","http://sthedwigvillage.com","False","False","False","False","False","False","False","140 Reservoir Road BLACKTOWN 2148 NSW",-33.789784,150.898378
"673",672,"St Brigid's Green, Maroubra","220 Maroubra Road  ","MAROUBRA",2035,"NSW","+610280971775","www.stbrigidsgreen.com.au","False","False","False","False","False","False","False","220 Maroubra Road MAROUBRA 2035 NSW",-33.9418404,151.2434418
"674",673,"Biggenden Hospital Multipurpose Health Service","57 ALICE Street  ","BIGGENDEN",4621,"QLD","+610741276400","NaN","False","False","False","False","False","False","False","57 ALICE Street BIGGENDEN 4621 QLD",-25.5059137,152.051146
"675",674,"Dongara Mingenew Eneabba MPS","48 BLENHEIM Road  ","PORT DENISON",6525,"WA","+610899270200","NaN","False","False","False","False","False","False","False","48 BLENHEIM Road PORT DENISON 6525 WA",-29.2647917,114.9343514
"676",675,"Inasmuch Community Hostel","18 Iverison Road  ","SUSSEX INLET",2540,"NSW","+610244411666","http://www.inasmuchlifestylevillage.com.au","False","False","False","False","False","False","False","18 Iverison Road SUSSEX INLET 2540 NSW",-35.168169,150.5928909
"677",676,"Sir Leslie Morshead Manor","26 Archibald Street  ","LYNEHAM",2602,"ACT","+610262639500","http://www.rsllifecare.org.au","True","True","False","False","True","False","False","26 Archibald Street LYNEHAM 2602 ACT",-35.2445739,149.124741
"678",677,"Residency by Dillons Tin Can Bay","26 Coral Trout Drive  ","TIN CAN BAY",4580,"QLD","+610754881300","http://http://www.residencybydillons.com.au/","False","False","False","False","False","False","False","26 Coral Trout Drive TIN CAN BAY 4580 QLD",-25.9197472,153.0045943
"679",678,"Kara Court Nursing Home","52 NORTH WESTERN Road  ","ST ARNAUD",3478,"VIC","+610354772158","http://ewhs.org.au/aged-care/","False","False","False","False","False","False","False","52 NORTH WESTERN Road ST ARNAUD 3478 VIC",-36.609559,143.2468477
"680",679,"Uniting Wesley Heights Manly (low care)","47 Birkley Road  ","MANLY",2095,"NSW","+611800864846","https://uniting.org/our-services/services/uniting-aged-care-home/uniting-wesley-heights-manly","False","False","False","False","False","False","False","47 Birkley Road MANLY 2095 NSW",-33.7937449,151.2806095
"681",680,"Hamersley Nursing Home","441 ROKEBY Road  ","SHENTON PARK",6008,"WA","+610893816542","https://www.hallprior.com.au/hamersley","False","False","False","False","False","False","False","441 ROKEBY Road SHENTON PARK 6008 WA",-31.9579379,115.8235531
"682",681,"Catholic Healthcare St Francis Aged Care - Grafton","226 Arthur Street  ","GRAFTON",2460,"NSW","+611800225474","http://www.catholichealthcare.com.au","False","False","False","False","False","False","False","226 Arthur Street GRAFTON 2460 NSW",-29.6726411,152.9370735
"683",682,"BlueCross Karinya Grove","3 ABERDEEN Road  ","SANDRINGHAM",3191,"VIC","+611300133414","http://www.bluecross.com.au/find-a-residence/residence-details/bluecross-karinya-grove","True","True","False","True","False","False","False","3 ABERDEEN Road SANDRINGHAM 3191 VIC",-37.9556087,145.0284099
"684",683,"Arcare Helensvale St James","40-44 Helensvale Road  ","HELENSVALE",4212,"QLD","+611300175014","https://arcare.com.au/aged_care_queensland/arcare-st-james_helensvale/","False","False","False","False","False","False","False","40-44 Helensvale Road HELENSVALE 4212 QLD",-27.9010975,153.320039
"685",684,"Regis Burnside","6 BOOTH Avenue  ","LINDEN PARK",5065,"SA","+611300998100","http://www.regis.com.au/residence/regis-burnside-lodge/","True","True","False","True","False","False","False","6 BOOTH Avenue LINDEN PARK 5065 SA",-34.9443004,138.6496171
"686",685,"Bupa Roseville","26 PACIFIC Highway  ","ROSEVILLE",2069,"NSW","+610294121437","http://www.bupaagedcare.com.au/aged-care-homes/bupa-roseville","False","False","False","False","False","False","False","26 PACIFIC Highway ROSEVILLE 2069 NSW",-33.786531,151.1780403
"687",686,"BaptistCare Aminya Centre","6 Goolgung Avenue  ","BAULKHAM HILLS",2153,"NSW","+610288963910","http://www.baptistcare.org.au/AminyaCentre","True","True","False","False","False","False","False","6 Goolgung Avenue BAULKHAM HILLS 2153 NSW",-33.7577912,151.000014
"688",687,"Estia Health Camden","82 Old Hume Highway  ","CAMDEN",2570,"NSW","+610246552531","http://www.estia.com.au","False","False","False","False","False","False","False","82 Old Hume Highway CAMDEN 2570 NSW",-34.0726891,150.696278
"689",688,"Botany Gardens Nursing Home","88-90 BOTANY Street  ","CARLTON",2218,"NSW","+610295882557","NaN","False","False","False","False","False","False","False","88-90 BOTANY Street CARLTON 2218 NSW",-33.964643,151.1144324
"690",689,"Uniting Pioneer Gerringong","61 Belinda Street  ","GERRINGONG",2534,"NSW","+611800864846","https://uniting.org/our-services/services/uniting-aged-care-home/uniting-pioneer-gerringong","False","False","False","False","False","False","False","61 Belinda Street GERRINGONG 2534 NSW",-34.7473132,150.8227331
"691",690,"Viewhaven Lodge","71 LAGGAN Road  ","CROOKWELL",2583,"NSW","+610248322437","NaN","True","True","True","True","False","False","False","71 LAGGAN Road CROOKWELL 2583 NSW",-34.4504986,149.4721077
"692",691,"Yarriambiack Lodge Hostel"," Dimboola Road  ","WARRACKNABEAL",3393,"VIC","+610353961246","NaN","False","False","False","False","False","False","False"," Dimboola Road WARRACKNABEAL 3393 VIC",-36.2534881,142.3794561
"693",692,"Glenview Home","2-10 Windsor Street  ","GLENORCHY",7010,"TAS","+610362778800","NaN","False","True","False","False","False","False","False","2-10 Windsor Street GLENORCHY 7010 TAS",-42.8350016,147.2816501
"694",693,"Star Of The Sea Home For The Aged LC","15 ELIZABETH Street  ","WALLAROO",5556,"SA","+610888232570","NaN","False","False","False","False","False","False","False","15 ELIZABETH Street WALLAROO 5556 SA",-33.9312607,137.629774
"695",694,"Amaroo Aged Care","51-53 Davis Street  ","BERRIGAN",2712,"NSW","+610358852731","NaN","False","False","False","False","False","False","False","51-53 Davis Street BERRIGAN 2712 NSW",-35.6630227,145.8126435
"696",695,"Wongaburra Nursing Home","210 Brisbane Street  ","BEAUDESERT",4285,"QLD","+610755401400","http://www.wongaburrasociety.com.au/","True","True","True","True","False","False","True","210 Brisbane Street BEAUDESERT 4285 QLD",-27.9697233,152.9945572
"697",696,"Catholic Healthcare St John's Villa","222 Kings Road  ","NEW LAMBTON",2305,"NSW","+611800225474","http://http://www.catholichealthcare.com.au/en/residence/st-johns-villa/","True","False","True","False","False","False","False","222 Kings Road NEW LAMBTON 2305 NSW",-32.9348538,151.7154085
"698",697,"Sirius Cove Nursing Home","17 Clanalpine Street  ","MOSMAN",2088,"NSW","+610299607555","http://www.hallprior.com.au/sirius-cove","True","True","True","True","True","True","True","17 Clanalpine Street MOSMAN 2088 NSW",-33.8379077,151.2377035
"699",698,"Glanville Village","17 Francis Street  ","ECHUCA",3564,"VIC","+610354855465","NaN","False","False","False","False","False","False","False","17 Francis Street ECHUCA 3564 VIC",-36.1381961,144.7488192
"700",699,"Grange Residential Care Services","19 GRAY Street  ","HAMILTON",3300,"VIC","+610355518257","http://ww.wdhs.net","False","False","False","False","False","False","False","19 GRAY Street HAMILTON 3300 VIC",-37.7461173,142.0184299
"701",700,"Catholic Healthcare St Paul's Residential Aged Care","27 Eastern Valley Way  ","NORTHBRIDGE",2063,"NSW","+611800225474","http://www.catholichealthcare.com.au","True","False","False","False","False","False","False","27 Eastern Valley Way NORTHBRIDGE 2063 NSW",-33.807872,151.2091974
"702",701,"Glengarry Hostel","1A ELLAMATTA Avenue  ","MOSMAN",2088,"NSW","+610299690907","http://twilight.org.au/","False","False","False","False","False","False","False","1A ELLAMATTA Avenue MOSMAN 2088 NSW",-33.8352498,151.2476611
"703",702,"Opal Narrandera","54 LETHBRIDGE Drive  ","NARRANDERA",2700,"NSW","+610269595300","http://www.opalagedcare.com.au","True","True","False","False","False","False","False","54 LETHBRIDGE Drive NARRANDERA 2700 NSW",-34.7421557,146.5678653
"704",703,"Elly Kay","45-51 ELLIOT Street  ","MORDIALLOC",3195,"VIC","+611300654368","http://www.sapphirecare.com.au","False","True","False","True","False","False","False","45-51 ELLIOT Street MORDIALLOC 3195 VIC",-37.9967773,145.0952548
"705",704,"May Shaw Residential Aged Care (5093)","37 WELLINGTON Street  ","SWANSEA",7190,"TAS","+610362579100","NaN","True","True","False","True","False","False","False","37 WELLINGTON Street SWANSEA 7190 TAS",-42.1274653,148.0770498
"706",705,"Bonbeach Residential Care","440 STATION Street  ","BONBEACH",3196,"VIC","+610397727477","http://www.acsagroup.com.au","False","False","False","False","False","False","False","440 STATION Street BONBEACH 3196 VIC",-38.066752,145.120846
"707",706,"Casey Manor Aged Care","445 ORMOND Road  ","NARRE WARREN SOUTH",3805,"VIC","+610397030188","http://www.maacg.com.au","True","True","False","True","True","True","False","445 ORMOND Road NARRE WARREN SOUTH 3805 VIC",-38.064649,145.298413
"708",707,"BlueCross Highgrove","79 Stevenson Street  ","KEW",3101,"VIC","+611300133414","http://www.bluecross.com.au/find-a-residence/residence-details/bluecross-highgrove","False","False","False","False","False","False","False","79 Stevenson Street KEW 3101 VIC",-37.8094748,145.0175175
"709",708,"Scottvale Aged Care","71 SCOTT Street  ","DANDENONG",3175,"VIC","+610397913088","http://www.acsagroup.com.au","False","False","False","False","False","False","False","71 SCOTT Street DANDENONG 3175 VIC",-37.9865461,145.2061577
"710",709,"Villa Maria Catholic Homes Berwick","89-93 AVEBURY Drive  ","BERWICK",3806,"VIC","+611300845526","www.vmch.com.au","False","False","False","False","False","False","False","89-93 AVEBURY Drive BERWICK 3806 VIC",-38.0231416,145.329168
"711",710,"Bupa Echuca","7 FEHRING Lane  ","ECHUCA",3564,"VIC","+610354805300","http://www.bupaagedcare.com.au/aged-care-homes/bupa-echuca","True","True","True","True","True","True","True","7 FEHRING Lane ECHUCA 3564 VIC",-36.1542776,144.7324508
"712",711,"Calvary Muswellbrook Retirement Community","15 Cassidy Avenue  ","MUSWELLBROOK",2333,"NSW","+610265424800","http://www.calvarycare.org.au","True","True","False","False","False","False","False","15 Cassidy Avenue MUSWELLBROOK 2333 NSW",-32.2804563,150.8947846
"713",712,"Bupa Mount Sheridan","46-48 Progress Road  ","WHITE ROCK",4868,"QLD","+610740361498","http://www.bupaagedcare.com.au/aged-care-homes/bupa-mount-sheridan","False","False","False","False","False","False","False","46-48 Progress Road WHITE ROCK 4868 QLD",-16.9941887,145.7429248
"714",713,"Jonathan Rogers House","124 Wallace Street  ","NOWRA",2541,"NSW","+610244224488","http://www.rsllifecare.org.au","True","True","True","False","True","False","False","124 Wallace Street NOWRA 2541 NSW",-34.8895778,150.6084323
"715",714,"Country Health Connect - Waikerie Multi-Purpose Service","1 LAWRIE Terrace  ","WAIKERIE",5330,"SA","+610885410555","NaN","True","True","True","True","False","True","True","1 LAWRIE Terrace WAIKERIE 5330 SA",-34.1824745,139.9845269
"716",715,"Aegis Karalee","68 LYALL Street  ","REDCLIFFE",6104,"WA","+61(08)92771099","http://www.aegiscare.com.au/locations/aegis-karalee/","False","True","False","False","False","False","False","68 LYALL Street REDCLIFFE 6104 WA",-31.9391314,115.9410604
"717",716,"Latvian Aged Care Facility","60 FRASER Crescent  ","WANTIRNA SOUTH",3152,"VIC","+610398002977","http://www.latvianfs.org.au","False","False","False","False","False","False","False","60 FRASER Crescent WANTIRNA SOUTH 3152 VIC",-37.878387,145.230739
"718",717,"NSW Health Residential Aged Care Facility Murrumbidgee LHD Leeton Hospital","4 Myall Street  ","LEETON",2705,"NSW","+610269531111","http://www0.health.nsw.gov.au/hospitals/detail.asp","True","True","False","True","False","False","False","4 Myall Street LEETON 2705 NSW",-34.5457662,146.4099015
"719",718,"William Beech Gardens - Bushmaster","1 Madline Street  ","CONDOBOLIN",2877,"NSW","+610268956500","https://www.rsllifecare.org.au","True","True","False","True","True","False","False","1 Madline Street CONDOBOLIN 2877 NSW",-33.0817341,147.1522513
"720",719,"Mirridong Residential Care","92-100 MCIVOR Road  ","BENDIGO",3550,"VIC","+610354424011","http://www.acsagroup.com.au","False","False","False","False","False","False","False","92-100 MCIVOR Road BENDIGO 3550 VIC",-36.7587654,144.2986486
"721",720,"Injune Multi-purpose Service","7 FIFTH Avenue  ","INJUNE",4454,"QLD","+610746261188","NaN","False","False","False","False","False","False","False","7 FIFTH Avenue INJUNE 4454 QLD",-25.8465117,148.5628053
"722",721,"Homestyle Langford Grange","105 BERWICK-CRANBOURNE Road  ","CRANBOURNE EAST",3977,"VIC","+610359955693","http://www.homestyleagedcare.com.au","False","False","False","False","False","False","False","105 BERWICK-CRANBOURNE Road CRANBOURNE EAST 3977 VIC",-38.1153954,145.3020618
"723",722,"Jeparit & District Nursing Home","2 CHARLES Street  ","JEPARIT",3423,"VIC","+610353914222","www.wwhs.net.au","True","True","True","True","False","False","False","2 CHARLES Street JEPARIT 3423 VIC",-36.1406944,141.9841602
"724",723,"Presbyterian Aged Care - Ashfield","40 CHARLOTTE Street  ","ASHFIELD",2131,"NSW","+610297973100","http://www.pacnsw.org.au","False","False","False","False","False","False","False","40 CHARLOTTE Street ASHFIELD 2131 NSW",-33.885444,151.1262952
"725",724,"Castle Hill Aged Care Home","42-46 Darcey Road  ","CASTLE HILL",2154,"NSW","+610297448017","www.each.org.au","False","False","False","False","False","False","False","42-46 Darcey Road CASTLE HILL 2154 NSW",-33.7410722,151.0155398
"726",725,"Tinonee Gardens - The Multicultural Village","15 TINONEE Road  ","WARATAH",2298,"NSW","+610249676366","http://www.tgtmv.org.au","False","False","False","False","False","False","False","15 TINONEE Road WARATAH 2298 NSW",-32.9098702,151.7247025
"727",726,"Naroo Frail Aged Hostel","152 LONG Street  ","WARIALDA",2402,"NSW","+610267291314","NaN","False","False","False","False","False","False","False","152 LONG Street WARIALDA 2402 NSW",-29.5388423,150.5803445
"728",727,"Mitcham Residential Care Facility","22 HARROW Terrace  ","KINGSWOOD",5062,"SA","+610882721882","http://www.acsagroup.com.au","False","False","False","False","False","False","False","22 HARROW Terrace KINGSWOOD 5062 SA",-34.9683426,138.6151234
"729",728,"Southern Cross Care The Pines Lodge","342 Marion Road  ","NORTH PLYMPTON",5037,"SA","+611800852772","www.southerncrosscare.com.au","False","False","False","False","False","False","False","342 Marion Road NORTH PLYMPTON 5037 SA",-34.9557786,138.5529935
"730",729,"Grace Of Mary Greek Cypriot Elderly Hostel","190-200 MCDONALDS Road  ","EPPING",3076,"VIC","+610394088169","NaN","False","False","False","False","False","False","False","190-200 MCDONALDS Road EPPING 3076 VIC",-37.647814,145.059959
"731",730,"Southern Cross Care Raceview - St Mary's","129 Wildey Street  ","RACEVIEW",4305,"QLD","+610732889955","http://ww.sccqld.com.au","False","False","False","False","False","False","False","129 Wildey Street RACEVIEW 4305 QLD",-27.6416241,152.7796566
"732",731,"Dirranbandi Multipurpose Health Service"," Cnr of Jane and Crothers Street  ","DIRRANBANDI",4486,"QLD","+610746258222","NaN","False","False","False","False","False","False","False"," Cnr of Jane and Crothers Street DIRRANBANDI 4486 QLD",-28.5806228,148.2288726
"733",732,"Southern Cross Care Dandenong","82 MCCRAE Street  ","DANDENONG",3175,"VIC","+610397912777","https://goo.gl/YP8vpn","True","True","False","False","False","True","False","82 MCCRAE Street DANDENONG 3175 VIC",-37.9914033,145.2200221
"734",733,"Ridgehaven Aged Care","3 HAZEL Grove  ","RIDGEHAVEN",5097,"SA","+610883970100","http://www.allity.com.au/locations/ridgehaven","True","True","False","True","False","False","False","3 HAZEL Grove RIDGEHAVEN 5097 SA",-34.8225412,138.7001585
"735",734,"Flinders Court","1 CLARKE Drive  ","CASTLE HILL",2154,"NSW","+610296340567","http://www.arv.org.au","False","False","False","False","False","False","False","1 CLARKE Drive CASTLE HILL 2154 NSW",-33.7120626,150.9796938
"736",735,"Alwyndor Residential Care","52 DUNROBIN Road  ","HOVE",5048,"SA","+610881773200","http://www.alwyndor.com.au","True","True","False","False","False","False","False","52 DUNROBIN Road HOVE 5048 SA",-35.0092497,138.5283293
"737",736,"Waroona Multipurpose Centre","72 KING Street  ","CHARLEVILLE",4470,"QLD","+610746505065","NaN","False","False","False","False","False","False","False","72 KING Street CHARLEVILLE 4470 QLD",-26.4108906,146.2384571
"738",737,"Cabanda Aged Care","59 John Street  ","ROSEWOOD",4340,"QLD","+610754642392","http://www.cabanda.org.au","True","True","False","False","False","False","False","59 John Street ROSEWOOD 4340 QLD",-27.6358075,152.5915738
"739",738,"Homewood Nursing Home","64 ILIFFE Street  ","BEXLEY",2207,"NSW","+610295031800","http://www.homewoodcare.com.au","True","True","True","True","False","False","False","64 ILIFFE Street BEXLEY 2207 NSW",-33.9539662,151.1122927
"740",739,"Springhaven Frail Aged Hostel"," Barracks Place  ","KOJONUP",6395,"WA","+610898312800","NaN","True","True","False","False","False","False","False"," Barracks Place KOJONUP 6395 WA",-33.8296438,117.1542097
"741",740,"Juniper Annesley","4-10 HAYMAN Road  ","BENTLEY",6102,"WA","+611300313000","www.juniper.org.au","True","True","False","True","False","False","False","4-10 HAYMAN Road BENTLEY 6102 WA",-32.005163,115.8985751
"742",741,"Helping Hand Aged Care - Mawson Lakes","12 THE STRAND   ","MAWSON LAKES",5095,"SA","+611300653600","http://www.helpinghand.org.au","True","True","True","True","True","True","True","12 THE STRAND MAWSON LAKES 5095 SA",-34.8101137,138.610603
"743",742,"Juniper Marlgu Village","27 COVERLEY Street  ","WYNDHAM",6740,"WA","+611300313000","www.juniper.org.au","True","True","True","True","False","False","False","27 COVERLEY Street WYNDHAM 6740 WA",-15.48739,128.12051
"744",743,"Helping Hand Aged Care - Lealholme","15 HALLIDAY Street  ","PORT PIRIE",5540,"SA","+610886383710","www.helpinghand.org.au","True","True","True","True","True","True","True","15 HALLIDAY Street PORT PIRIE 5540 SA",-33.1968104,138.0001824
"745",744,"Good Shepherd Lodge.","15 McIntyre Street  ","MACKAY",4740,"QLD","+610749632999","NaN","True","True","True","True","False","False","False","15 McIntyre Street MACKAY 4740 QLD",-21.155106,149.1942136
"746",745,"Regis Fawkner","101F MAJOR Road  ","FAWKNER",3060,"VIC","+611300998100","http://www.regis.com.au/residence/regis-fawkner/","False","False","False","False","False","False","False","101F MAJOR Road FAWKNER 3060 VIC",-37.7071268,144.9634637
"747",746,"Regis Weston","118-120 MONASH Avenue  ","NEDLANDS",6009,"WA","+611300998100","http://www.regis.com.au/residence/regis-weston/","True","True","False","True","False","False","False","118-120 MONASH Avenue NEDLANDS 6009 WA",-31.9715842,115.8076577
"748",747,"Uniting AgeWell Strath-Haven Community","131-149 CONDON Street  ","BENDIGO",3550,"VIC","+610354343000","http://www.unitingagewell.org","True","True","False","False","False","False","False","131-149 CONDON Street BENDIGO 3550 VIC",-36.7736393,144.3064834
"749",748,"Bupa Mosman","18 Bardwell Road  ","MOSMAN",2088,"NSW","+610299692500","http://www.bupaagedcare.com.au/aged-care-homes/bupa-mosman","False","True","False","True","False","False","False","18 Bardwell Road MOSMAN 2088 NSW",-33.8236927,151.2355275
"750",749,"Sheridan Hall Brighton","10 Marion Street  ","BRIGHTON",3186,"VIC","+610395931213","www.sapphirecare.com.au","False","False","False","False","False","False","False","10 Marion Street BRIGHTON 3186 VIC",-37.907839,145.00287
"751",750,"Blue Care Ny-Ku Byun Elders Village","6 Barambah Avenue  ","CHERBOURG",4605,"QLD","+611800838929","http://www.bluecare.org.au","False","False","False","False","False","False","False","6 Barambah Avenue CHERBOURG 4605 QLD",-26.291074,151.955673
"752",751,"Hopetoun Nursing Home","12 MITCHELL Place  ","HOPETOUN",3396,"VIC","+610353961246","NaN","False","False","False","False","False","False","False","12 MITCHELL Place HOPETOUN 3396 VIC",-35.7322437,142.3664857
"753",752,"Country Health Connect - Bonney Lodge","24 HAWDON Street  ","BARMERA",5345,"SA","+610885880440","NaN","True","True","True","True","False","False","False","24 HAWDON Street BARMERA 5345 SA",-34.2507217,140.4712896
"754",753,"Flinders Island Multipurpose Centre","1 JAMES Street  ","WHITEMARK",7255,"TAS","+610363592122","NaN","False","False","False","False","False","False","False","1 JAMES Street WHITEMARK 7255 TAS",-40.1212065,148.0183037
"755",754,"Sundale Palmwoods Care Centre","61 Jubilee Drive  ","PALMWOODS",4555,"QLD","+610754574400","http://ww.sundale.org.au","False","False","False","False","False","False","False","61 Jubilee Drive PALMWOODS 4555 QLD",-26.682265,152.9563019
"756",755,"Churches of Christ Care Toowoomba Aged Care Service","885 RUTHVEN Street  ","KEARNEYS SPRING",4350,"QLD","+610746176888","http://careagedcare.com.au/about-us/nursinghomehostel/toowoomba/","True","True","False","True","False","False","False","885 RUTHVEN Street KEARNEYS SPRING 4350 QLD",-27.5963313,151.9459791
"757",756,"Estia Health Bendigo","9 BROWN Street  ","LONG GULLY",3550,"VIC","+610354492400","http://www.estiahealth.com.au","True","True","True","True","True","True","True","9 BROWN Street LONG GULLY 3550 VIC",-36.7446792,144.2655822
"758",757,"Pam Corker House"," EASTCOTT Street  ","WAROONA",6215,"WA","+610897331355","www.quambiepark.com.au","True","True","False","True","False","False","False"," EASTCOTT Street WAROONA 6215 WA",-32.8429192,115.9256751
"759",758,"Parkview (Wesley Mission Queensland)","930 Gympie Road  ","CHERMSIDE",4032,"QLD","+611800448448","https://www.wmq.org.au/locations/parkview-aged-care-community","False","False","False","False","False","False","False","930 Gympie Road CHERMSIDE 4032 QLD",-27.381979,153.0276822
"760",759,"Jerilderie Community Health","33-39 SOUTHEY Street  ","JERILDERIE",2716,"NSW","+610358861300","NaN","False","False","False","False","False","False","False","33-39 SOUTHEY Street JERILDERIE 2716 NSW",-35.3569425,145.719071
"761",760,"Mercy Place Albury","578 Poole Street  ","ALBURY",2640,"NSW","+610260249500","https://goo.gl/eBFJez","True","True","True","True","True","True","True","578 Poole Street ALBURY 2640 NSW",-36.0696066,146.9159119
"762",761,"Tanderra Nursing Home"," Short Street  ","LITHGOW",2790,"NSW","+61(02)63522788","NaN","False","True","False","True","False","False","False"," Short Street LITHGOW 2790 NSW",-33.483137,150.1613106
"763",762,"RSL Care New Farm - Treetops","7 Sargent Street  ","NEW FARM",4005,"QLD","+610733587100","http://www.rslcare.com.au/treetops","False","False","False","False","False","False","False","7 Sargent Street NEW FARM 4005 QLD",-27.473447,153.044259
"764",763,"Estia Health Kilbride","70 Glendower Street  ","GILEAD",2560,"NSW","+610398119777","http://www.estia.com.au","False","False","False","False","False","False","False","70 Glendower Street GILEAD 2560 NSW",-34.1111281,150.7867877
"765",764,"Dianella Hostel"," Rutledge Street  ","KILMORE",3764,"VIC","+61057342030","NaN","False","False","False","False","False","False","False"," Rutledge Street KILMORE 3764 VIC",-37.3004803,144.9528104
"766",765,"Peak Hill Multi-Purpose Service"," Newell Highway  ","PEAK HILL",2869,"NSW","+610268691406","NaN","False","False","False","False","False","False","False"," Newell Highway PEAK HILL 2869 NSW",-32.6182989,148.2126428
"767",766,"Barongarook Gardens","8-32 Murray Street  ","COLAC",3250,"VIC","+610352319999","http://www.acsagroup.com.au","False","False","False","False","False","False","False","8-32 Murray Street COLAC 3250 VIC",-38.3387677,143.5946171
"768",767,"The Whiddon Group Glenfield- Arthur Webb","81 BELMONT Road  ","GLENFIELD",2167,"NSW","+611300738388","http://www.whiddon.com.au","False","False","False","False","False","False","False","81 BELMONT Road GLENFIELD 2167 NSW",-33.9754206,150.8996935
"769",768,"Janoah Gardens","11 Audell Street  ","MANLY WEST",4179,"QLD","+610739004700","http://www.bethanycc.org.au","True","False","False","False","False","False","False","11 Audell Street MANLY WEST 4179 QLD",-27.4680644,153.1708789
"770",769,"Kelaston","2-4 PARK Street  ","WENDOUREE",3355,"VIC","+610353394211","http://www.acsagroup.com.au","False","False","False","False","False","False","False","2-4 PARK Street WENDOUREE 3355 VIC",-37.5388886,143.8255811
"771",770,"Clayton Church Homes Park Village","30 SHILLABEER Road  ","ELIZABETH PARK",5113,"SA","+610882836600","http://www.claytonhomes.com.au","False","False","False","False","False","False","False","30 SHILLABEER Road ELIZABETH PARK 5113 SA",-34.7160917,138.6842769
